,covers_id,goodreads_id,covers_title,goodreads_title,similarity_score,covers_isbn,goodreads_isbn,is_match
476,Covers_48900,Goodreads_books_16285,Relief Without Drugs: The Self Management of Tension and Anxiety,Self,0.29082149819933645,000634156X,0571219764,False
477,Covers_29413,Goodreads_books_32002,The Lure,The War of the End of the World,0.0814905586794897,1555836992,0571139612,False
478,Covers_40328,Goodreads_books_35794,The New Manager's Handbook (Introducing the McGraw-Hill Professional Education Series),The Night Manager,0.36118103227790804,0071413340,0340937688,False
479,Covers_27180,Goodreads_books_32784,Let the Circle Be Unbroken (Puffin Teenage Fiction S.),The Circle,0.36304615674079665,0140372903,0385351399,False
480,Covers_27152,Goodreads_books_26918,La SorciÃ?Â¨re d'Avril,"La SorciÃ¨re de la Rue Mouffetard, et Autres Contes de la Rue Broca",0.3743385025088818,2709623188,2070513300,False
481,Covers_15216,Goodreads_books_20937,The Life Strategies Workbook: Exercises and Self-Tests to Help You Change Your Life,A Life,0.37142269354271523,0786885149,9792226834,False
482,Covers_30228,Goodreads_books_18270,IN 25 WDS LESS   P (Fireside Books (Holiday House)),The Fireside Inn,0.3352246332350426,0671252755,146685474X,False
483,Covers_38751,Goodreads_books_20646,Davy (Collier Nucleus Fantasy &amp; Science Fiction),The First Collier,0.3671682748309116,002035620X,0439795680,False
484,Covers_44109,Goodreads_books_20357,Oh Beans!: Starring Vanilla Bean/Is She Really the Sweetest Bean in Town (Oh Beans),Cool Beans,0.381259987244691,0816714134,1600067115,False
485,Covers_14097,Goodreads_books_12516,"Addie'S Lament (Harlequin Historical, No 277)",Black Lament,0.3887259572894272,0373288778,042525657X,False
486,Covers_3860,Goodreads_books_15520,LA Prisonniere,La torre y la isla,0.27018849668820444,2070381773,8466752161,False
487,Covers_28853,Goodreads_books_16348,Unlock Your Personal Potential: Self-coaching: Your Key to Happiness,Happiness,0.30657604502668817,1840722428,006052510X,False
488,Covers_27015,Goodreads_books_28374,Eschenhain: Roman,Roman Tales,0.37133911624133614,3630869637,0586042415,False
489,Covers_23284,Goodreads_books_23110,Summer Reading Is Killing Me! (Time Warp Trio),Ghost Trio,0.3874284041418506,0141308206,1602828695,False
490,Covers_23695,Goodreads_books_22213,Die Bernstein-Saga. Die GrÃ?Â¼nder der Stadt.,To Die For,0.333884932896046,340414791X,0345476255,False
491,Covers_10166,Goodreads_books_13135,Misterio En La Clinica: Misterio En La Clinica,La aldea global: Transformaciones en la vida y los medios de comunicaciÃ³n mundiales en el siglo XXI,0.24300707645215736,8401493129,8474324033,False
492,Covers_29890,Goodreads_books_36599,Rote Sonne Schwarzes Land,The Land,0.35038865176775147,3596108977,0142501468,False
493,Covers_28156,Goodreads_books_9055,Traditional Home Remedies: Time-Tested Methods for Staying Well-The Natural Way (Old Farmer's Almanac Home Library),Home,0.37888542779732304,0783548680,0765393107,False
494,Covers_28444,Goodreads_books_5665,Nebula Awards 29 : SFWA's Choices For The Best Science Fiction And Fantasy Of The Year (Nebula Awards Showcase),The Darwin Awards: Evolution in Action,0.26622077146004336,0156001195,0452283442,False
495,Covers_43912,Goodreads_books_7895,Video Movie Guide 1995 (DVD &amp; Video Guide (Mass Market Paper)),Das Jesus-Video,0.3971032329595122,034539027X,3404142942,False
496,Covers_27885,Goodreads_books_14721,Living Cheaply With Style: Live Better and Spend Less,Stuffocation: Living More with Less,0.32645408225233763,0914171615,0241257352,False
497,Covers_26003,Goodreads_books_15604,Let's Learn French Picture Dictionary,French Kiss,0.339482495324065,0844213926,0142406325,False
498,Covers_28727,Goodreads_books_4496,Bugs of Alberta,Story of O,0.07486882871914696,155105146X,0345301110,False
499,Covers_32979,Goodreads_books_22102,Fast vegetarian feasts,Heston's Fantastical Feasts,0.3775853939524797,0385274041,1408808609,False
500,Covers_21077,Goodreads_books_13998,"Tutus, Tights and Tiptoes: Ballet History as It Ought to Be Taught",Yearning: Living Between How It Is & How It Ought to Be,0.3148540530674428,0920151302,0830813780,False
501,Covers_30994,Goodreads_books_14710,Kingsley Amis: A Biography,Louie the Llama and Kingsley,0.38245387274382064,0312186029,0989846792,False
502,Covers_19062,Goodreads_books_28233,Vegetarian Cooking (Australian Women's Weekly),The Complete Encyclopedia of Vegetables and Vegetarian Cooking,0.37741106660433005,0949892564,0754802949,False
503,Covers_49349,Goodreads_books_32512,Women Married to Alcoholics: Help and Hope for Nonalcoholic Partners,Alcoholics Anonymous,0.3151014790844115,0688081541,1893007170,False
504,Covers_16299,Goodreads_books_141,"O'Hara'S Legacy (Harlequin Romance, No. 2830)",Legacy,0.3764019442419319,037302830X,1416950427,False
505,Covers_12118,Goodreads_books_18288,American Foreign Policy: Theoretical Essays,The Godfather Doctrine: A Foreign Policy Parable,0.39412178527821573,067352440X,0691141479,False
506,Covers_35755,Goodreads_books_15860,50 Ways to Lose Ten Pounds,Ten,0.3901927842635894,0785308059,0062118781,False
507,Covers_9833,Goodreads_books_29089,Developmentally Appropriate Practice: Curriculum and Development in Early Education,Human Development,0.25865782944987753,0766800318,0071180052,False
508,Covers_48325,Goodreads_books_27247,101 Wacky Facts About Snakes &amp; Reptiles,The Facts,0.35855550659535934,0590448919,0679749055,False
509,Covers_29711,Goodreads_books_22962,Moon Music (Peter Decker &amp; Rina Lazarus Novels (Paperback)),"Lazarus, Vol. 1: Family",0.2909600355164797,0380726262,1607068095,False
510,Covers_32042,Goodreads_books_34811,"ROCK HARD: AUTOBIOGRAPHY OF FORMER ALCATRAZ INMATE LEON \WHITEY\"" THOMPSON""",Rock Hard,0.3650234943388062,0671743635,1402245793,False
511,Covers_32156,Goodreads_books_13996,"Cost of Competence: Why Inequality Causes Depression, Eating Disorders, and Illness in Women",Spiritual Depression: Its Causes and Cure,0.317247469380692,0195069862,0802813879,False
512,Covers_29279,Goodreads_books_22462,Household Hints And Tips,Under Two Flags: A Story of the Household and the Desert,0.32258802904813894,078940432X,0192823280,False
513,Covers_26745,Goodreads_books_3068,Der Fuehrer,Der Glanz der Dunkelheit,0.2786626177894906,0897603966,3846600601,False
514,Covers_12063,Goodreads_books_15691,"Dayhiker: Walking for Fitness, Fun and Adventure",Walking,0.37992778611866623,0898154065,1596058811,False
515,Covers_22068,Goodreads_books_2944,Das Blut des KÃ?Â¶nigs 02. Der FischerkÃ?Â¶nig.,Der KÃ¶nig der purpurnen Stadt,0.3766000042944326,3453196449,3404152182,False
516,Covers_21165,Goodreads_books_5667,"The Indians' Book: An Offering by the American Indians of Indian Lore, Musical and Narrative, to Form a Record of the Songs and Legends of Their Rac",Ten Little Indians,0.3061688227280473,0517615398,009946456X,False
517,Covers_28907,Goodreads_books_18270,Northern Lites: A Fireside Reading Companion (Mysteries &amp; Horror),The Fireside Inn,0.3295616964352005,1885061269,146685474X,False
518,Covers_16302,Goodreads_books_22694,Adult Stegosaurus (Microfax Lost World Books),A World Lost,0.3857360868117802,1862083827,1887178546,False
519,Covers_14979,Goodreads_books_22470,Go for Your Goals (Smart Tapes),Go,0.3569191124699173,1556780567,0141188391,False
520,Covers_31355,Goodreads_books_1413,Mai The Psyhic Girl : Perfect Collection (Mai The Psyhic Girl),The Girl,0.35826718843011146,156931070X,1479390712,False
521,Covers_42671,Goodreads_books_24366,The Berenstain Bears' Media Madness (A Big Chapter Book),The Berenstain Bears and the Spooky Old Tree,0.3901276813741514,0679866647,0394839102,False
522,Covers_18666,Goodreads_books_26631,Ackoff's Best : His Classic Writings on Management,Jesse James: The Best Writings on the Notorious Outlaw and His Gang,0.32463775258166494,0471316342,0762744790,False
523,Covers_12792,Goodreads_books_21250,The Healing Herbs: The Ultimate Guide to the Curative Power of Nature's Medicines,The Healing Power of Stories,0.394019009479434,0553569880,0385480504,False
524,Covers_49669,Goodreads_books_26334,Big Book of Small Household Repairs : Your Goof-Proof Guide to Fixing over 200 Annoying Breakdowns,Proof,0.2769145143277496,0875966497,042520393X,False
525,Covers_28748,Goodreads_books_18209,"Naughty Shakespeare: The Lascivious Lines, Offensive Oaths, and Politically Incorrect Notions from the Baddest Bard of Them All",Them,0.20812789562718784,0517209608,0345484401,False
526,Covers_10409,Goodreads_books_2362,Boomernomics: The Future of Your Money in the Upcoming Generational Warfare (Library of Contemporary Thought (Ballantine Publishing Group).),The Group,0.29580875351776553,0345432932,0156372088,False
527,Covers_38661,Goodreads_books_13091,"Get It Done!: A Guide to Motivation, Determination and Achievement",What Is to Be Done?,0.2853025162927709,0380779706,0801495474,False
528,Covers_45903,Goodreads_books_22122,LETTERS FROM TEL MOND PRISON : An Israeli Settler Defends His Act of Terror,Letters from Prison,0.3960072265873771,0684831805,155970411X,False
529,Covers_20548,Goodreads_books_22373,"Laugh It Off: The New \Humor Strategy\"" of Weight Loss""",Laugh with the Moon,0.3322065000858344,0896382494,0385734719,False
530,Covers_19777,Goodreads_books_22450,Astronomia: Guia Del Cielo Nocturno,El prisionero del cielo,0.3588239290028656,8480764139,8408105825,False
531,Covers_36807,Goodreads_books_10241,Miniature needlepoint and sewing projects for dollhouses,Peopleware: Productive Projects and Teams,0.17310758959936967,0801550726,0932633439,False
532,Covers_24315,Goodreads_books_27485,The Future of Ideas: The Fate of the Commons in a Connected World,The Fate of the Earth,0.3901311645088216,0375726446,0380613255,False
533,Covers_37321,Goodreads_books_7554,"Who Cares If It's a Choice?: Snappy Answers to 101 Nosy, Intrusive and Highly Personal Questions About Lesbians and Gays",Brief Answers to the Big Questions,0.2457729969100562,096325264X,1984887262,False
534,Covers_13185,Goodreads_books_35731,The Straight Dope: A Compendium of Human Knowledge,Straight Man,0.3582331364764866,0345333152,0375701907,False
535,Covers_47590,Goodreads_books_27180,Mi Revalueshanary Fren (Penguin Modern Classics),Modern Love,0.2276100563327638,0141186984,1425467059,False
536,Covers_48846,Goodreads_books_3887,Living Beyond Breast Cancer: A Survivor's Guide for When Treatment Ends and the Rest of Your Life Begins,The Treatment,0.3248661796461625,0812930665,0553816993,False
537,Covers_31080,Goodreads_books_23721,Lovely Mover: A Harpur &amp; Iles Mystery,The Lovely Lady,0.3249324771410461,0393320340,1589639634,False
538,Covers_31362,Goodreads_books_21842,Lodge Presents Chef John Folse's Cast Iron Cooking,Like a Velvet Glove Cast in Iron,0.2882538467038239,0962515256,1560971169,False
539,Covers_12521,Goodreads_books_9028,Make 'Em Pay: Ultimate Revenge Techniques for the Master Trickster,Revenge,0.33237102176060157,0818404213,1514287994,False
540,Covers_34481,Goodreads_books_3047,The world of PelÃ©,The End of the World,0.3219658397577209,0884053660,0007458207,False
541,Covers_23259,Goodreads_books_37796,Paul's Journeys: Acts 13-28,Human Acts,0.3368300847725391,0570090113,1101906723,False
542,Covers_27264,Goodreads_books_12143,Let's Get Moving: A Bible Commentary for Laymen,Moving On,0.3512369534367928,0830705384,0684853884,False
543,Covers_29048,Goodreads_books_9512,"It Takes Two to Tango: More Than 250 Secrets to Communication, Romance and Intimacy in Marriage",The Time It Takes to Fall,0.3262496519858754,1561794600,0743297229,False
544,Covers_17807,Goodreads_books_26513,Introduction to Cgi/Perl: Getting Started With Web Scripts,Programming Perl,0.30620442893693034,1558514783,0937175641,False
545,Covers_11208,Goodreads_books_22373,What a Ham!: Jokes About Pigs (Make Me Laugh!),Laugh with the Moon,0.3225149050441344,0822595672,0385734719,False
546,Covers_14194,Goodreads_books_34620,Stress and Anxiety: Practical Ways to Restore Health Using Complementary Medicine (Help Yourself to Health),Restore Me,0.28938981241133277,0806931345,0062676369,False
547,Covers_43425,Goodreads_books_5102,Chile Death: A China Bayles Mystery (China Bayles Mysteries (Audio)),China Men,0.3853371075060905,1565113233,0679723285,False
548,Covers_27692,Goodreads_books_13015,"In A Family Way (Women To Watch) (Harlequin Special Edition, No 1062)",One to Watch,0.36842373356295105,0373240627,0525510443,False
549,Covers_41810,Goodreads_books_7571,Lexikon der populÃ?Â¤ren IrrtÃ?Â¼mer.,The Awakening of Ren Crown,0.2550578393355899,3492224466,0985861339,False
550,Covers_39146,Goodreads_books_11141,"Weather: Air masses, clouds, rainfall, storms, weather maps, climate (Golden science guides)",A Student of Weather,0.3749189398036472,0307244075,1841199281,False
551,Covers_20452,Goodreads_books_7213,Doing Justice: Congregations and Community Organizing,Organizing by the Book,0.373517015062901,0800632443,0970862903,False
552,Covers_21095,Goodreads_books_25698,"No Uncertain Terms: More Writing from the Popular \On Language\"" Column in The New York Times Magazine""",Writing Popular Fiction,0.3217867284782121,0743242432,0911654216,False
553,Covers_33531,Goodreads_books_20405,L. Frank Baum: Creator of Oz,Oz: Road to Oz,0.3945326313653127,0306812975,0785164049,False
554,Covers_2127,Goodreads_books_15964,Rossum's Universal Robots (Dover Thrift Editions),House of Robots,0.35880446930250176,0486419266,1478955856,False
555,Covers_9633,Goodreads_books_38995,Murder at the Feast of Rejoicing (Lord Meren Mysteries (Paperback)),The Feast of Love,0.36263699656347376,0345395328,037570910X,False
556,Covers_38607,Goodreads_books_36827,Nebula Maker; &amp; Four Encounters,Star Maker,0.3900335769057558,0396081673,1857988078,False
557,Covers_47000,Goodreads_books_15183,"Secret Father (Triplet Brides) (Presents, 2096)",War Brides,0.3295780995771621,0373120966,0141027126,False
558,Covers_38325,Goodreads_books_9823,Die Allendes. Mit brennender Geduld fÃ?Â¼r eine bessere Welt.,Die Verwandlung der Welt: Eine Geschichte des 19. Jahrhunderts,0.22972834394294184,3593367750,3406582834,False
559,Covers_11918,Goodreads_books_8096,Practical Guide to Past Life Regression (Llewellyn's new age series),The New Life,0.3148961291867741,0875425100,0571193781,False
560,Covers_43746,Goodreads_books_32321,Here We Go 'Round the Year (Magic Castle Readers Science),The Castle,0.3662695413166873,0895656787,0805211063,False
561,Covers_44757,Goodreads_books_26918,La SorciÃ?Â¨re rousse,"La SorciÃ¨re de la Rue Mouffetard, et Autres Contes de la Rue Broca",0.3743385025088818,2070422038,2070513300,False
562,Covers_42360,Goodreads_books_11017,"Asphalt Nation: How the Automobile Took over America, and How We Can Take It Back",Ecology Of The Automobile,0.28414476116363935,0520216202,1895431824,False
563,Covers_31340,Goodreads_books_18357,"NesthÃ?Â¤kchen, Bd.3, NesthÃ?Â¤kchen im Kinderheim",Odyssee im Orient,0.10445213855016211,352217092X,340781108X,False
564,Covers_13854,Goodreads_books_30129,"Daddy'S Little Cowgirl (Sexy Single Dads) (Harlequin American Romance, No 766)",The Sexy Book of Sexy Sex,0.32687482233846044,0373167660,0811871266,False
565,Covers_26187,Goodreads_books_6103,Vishnus Tod.,Dantons Tod,0.38973733657579945,3442730066,3150060605,False
566,Covers_18422,Goodreads_books_9126,Ich schwimme ins Leben. Chronik eines angekÃ?Â¼ndigten Freitods.,Das kleine Ich-bin-ich,0.2053700911456752,3404614682,370264850X,False
567,Covers_11209,Goodreads_books_616,"KÃ?Â¼sschen, KÃ?Â¼sschen.",KÃ¤rleken,0.3467310863446548,3499108356,9113043927,False
568,Covers_21979,Goodreads_books_16000,"Tyrannosaurus Sue: The Extraordinary Saga of the Largest, Most Fought over t Rex Ever Found",Z. Rex,0.31415047701692805,0716794624,0399252533,False
569,Covers_9745,Goodreads_books_12614,Rough Guide Norway (1997),The Rough-Face Girl,0.32897024881684006,1858282349,0698116267,False
570,Covers_39806,Goodreads_books_25336,Patriarchy and Accumulation on a World Scale: Women in the International Division of Labour (Third World Books),A Labour of Love,0.32577895654310357,086232341X,075533339X,False
571,Covers_33725,Goodreads_books_3068,Der futurologische KongreÃ?Â?.,Der Glanz der Dunkelheit,0.21156881348401205,3518370340,3846600601,False
572,Covers_18942,Goodreads_books_26911,Der glÃ?Â¼ckliche Tod.,MÃ¤chtiger als der Tod,0.3211697870895577,3499221969,3845900202,False
573,Covers_33100,Goodreads_books_16091,Der Ketzer von Soana.,Der Geschmack von Sommerregen,0.2642620237254535,3548239420,3863960629,False
574,Covers_10193,Goodreads_books_19544,"Cut the Fat, Not the Muscle: Cost Improvement Strategies for Long-Term Profitability","Burn the Fat, Feed the Muscle",0.33336743360179644,0132924439,0972413200,False
575,Covers_8962,Goodreads_books_25536,Who Killed Blanche Dubois? (Whodunnit),The Man Who Killed Himself,0.34480201543068884,0425171957,1842329243,False
576,Covers_39121,Goodreads_books_37738,The Open Sore of a Continent: A Personal Narrative of the Nigerian Crisis (The W.E.B. Dubois Institute Series),The Institute,0.3467306491147042,0195119215,1982110562,False
577,Covers_29679,Goodreads_books_2906,"Screens of Power: Ideology, Domination, and Resistance in Informational Society",Resistance,0.3416674666284873,0252061543,0983774048,False
578,Covers_39873,Goodreads_books_27215,"Holly And Mistletoe (Hometown Heartbreakers/Christmas Arch Treatment) (Harlequin Special Edition, No 1071)",The Heartbreakers,0.32925944229232623,0373240716,0439026911,False
579,Covers_22442,Goodreads_books_25338,"Kingdom of Sorrow (King's Quest/Kenyon Morr, Vol 2)","Kingdom Hearts, Vol. 2",0.32046338315742817,1572970332,1598162187,False
580,Covers_41030,Goodreads_books_9268,"Everyday Cooking With Dr. Dean Ornish: 150 Easy, Low-Fat, High-Flavor Reecipes",Everyday A**holes: Drawings By Dean Blake,0.22931016265762844,0060173149,0992369029,False
581,Covers_19423,Goodreads_books_22158,"Marigold (Precious Gem Romance, 87)",The Precious One,0.37921548714407205,0821758373,0062390724,False
582,Covers_36544,Goodreads_books_13928,Deadly Scholarship: The True Story of Lu Gang and Mass Murder in America's Heartland,Ghettoside: A True Story of Murder in America,0.3487581601017409,155972241X,0385529988,False
583,Covers_13387,Goodreads_books_20538,Mit fÃ¼nfzig kÃ¼ssen MÃ¤nner anders: Roman (Die Frau in der Gesellschaft),Zu viele MÃ¤nner,0.2645545125367555,3596129397,3453212584,False
584,Covers_18014,Goodreads_books_23248,Travelers' Tales Italy: True Stories,Rowan and the Travelers,0.3968701041900406,1885211724,006056072X,False
585,Covers_30713,Goodreads_books_17603,"Cases in marketing: Orientation, analysis, and problems","Gunnerkrigg Court, Volume 1: Orientation",0.3133971995355145,0023470801,1932386343,False
586,Covers_32103,Goodreads_books_24640,"A Time for Courage: The Suffragette Diary of Kathleen Bowen, Washington, D.C., 1917 (Dear America)",Kathleen's Story,0.3137833116578057,0590511416,044023865X,False
587,Covers_42588,Goodreads_books_23956,Cooking of Spain and Portugal,The Conquest of New Spain,0.3925205414109767,0809400669,0140441239,False
588,Covers_13366,Goodreads_books_32724,"Architecture and Construction: Building Pyramids, Log Cabins, Castles, Igloos, Bridges, and Skyscrapers (Scholastic Voyages of Discovery. Visual)",Pyramids,0.2813025193808651,0590476440,0061020656,False
589,Covers_48741,Goodreads_books_7839,Crockery Cookbook/over 120 Delicious Recipes for Your Crock-Pot Slow Cooker,Delicious,0.29007779387178695,0376022248,0425232425,False
590,Covers_24102,Goodreads_books_6047,"Ich lieb dich, ich lieb dich nicht. Sonderausgabe. (Ab 12 J.).",Furchtbar lieb,0.39846005983847316,3473349976,3869710101,False
591,Covers_11602,Goodreads_books_1450,Simpsons Comics Wingding,The Simpsons and Their Mathematical Secrets,0.36187855940534375,0060952458,1620402777,False
592,Covers_22691,Goodreads_books_19032,Meeting the Madwoman: An Inner Challenge for Feminine Spirit,The Challenge,0.3886831572181408,0553091220,1423106407,False
593,Covers_15265,Goodreads_books_35069,"Medjugorje, The 90's",90 Minutes in Heaven: A True Story of Death and Life,0.33844693581407664,1891903055,0800759494,False
594,Covers_44550,Goodreads_books_5472,Take This Job and Love It: The Joys of Professional Selling,The Joys of Motherhood,0.35021600019453675,0968428614,043590972X,False
595,Covers_41169,Goodreads_books_21445,"Naturally Loving (Harlequin Presents, No 1587)",Loving,0.39984714143127476,0373115873,0099285096,False
596,Covers_43153,Goodreads_books_10502,Die Herrin vom Nil. Roman einer Pharaonin.,Thirty-One Nil: The Amazing Story of World Cup Qualification,0.20783318255322744,3499153602,1408158841,False
597,Covers_16613,Goodreads_books_19676,SÃ?Â¼den und die Frau mit dem harten Kleid.,Mit dem Gesicht zur Sonne,0.24351542976820387,3426620723,3849501647,False
598,Covers_41547,Goodreads_books_38571,"Amarillo By Morning (Silhouette Special Editions, No 464)",Married By Morning,0.3127092741521576,0373094647,0312605382,False
599,Covers_12662,Goodreads_books_31416,"If Life Is a Bowl of Cherries, What Am I Doing in the Pits?",What Is the What,0.32151205712366027,0070064512,1932416641,False
600,Covers_48431,Goodreads_books_27953,"Hazards Of The Heart (Silhouette Desire, No 780)",Desire,0.3369583717141169,0373057806,159748668X,False
601,Covers_9332,Goodreads_books_8938,And That's My Final Offer,The Final Day,0.3718552513259191,0553202030,0765376733,False
602,Covers_25422,Goodreads_books_34198,The All-Girl Football Team: Stories (Vintage Contemporaries),All-American Girl,0.3714637513214445,0394757017,0064472779,False
603,Covers_16905,Goodreads_books_12865,IT by Moose ...that's Instructional Techniques,It,0.2914691270069012,0969908105,1846147549,False
604,Covers_9491,Goodreads_books_18382,Mausi oder Das Leben ist ungerecht.,Timm Thaler oder Das verkaufte Lachen,0.22258022023998592,3216306194,3789140279,False
605,Covers_32553,Goodreads_books_14586,Abierto toda la noche (Narrativas hispÃ¡nicas),Toda Poesia,0.3002275824162573,8433909967,8535922237,False
606,Covers_20901,Goodreads_books_9993,Auf dem Weg des Regenbogens. Das Buch vom Ursprung der Navajos ( Dine bahane').,Das Buch,0.33330144019066815,3404701445,380005325X,False
607,Covers_48176,Goodreads_books_22907,The Zen of Proposal Writing: An Expert's Stress-Free Path to Winning Proposals,The Proposal,0.35147957824309134,0609806491,0755383567,False
608,Covers_44029,Goodreads_books_1430,LA Justicia Del Visir,La historia del loco,0.25754503613948,8408021400,8466619461,False
609,Covers_10754,Goodreads_books_33490,"Blackstone's Bride (Harlequin Historical, No. 667)",The Bride,0.3466276511382845,0373292678,0743452925,False
610,Covers_16173,Goodreads_books_32860,CHEATING MONKEYS AND CITIZEN BEES : The NATURE of COOPERATION in ANIMALS and HUMANS,The Humans,0.34780945574385924,0684843412,1476727910,False
611,Covers_33151,Goodreads_books_28189,Selections from the Writings of Abdu'L-Baha,Selections from the Prison Notebooks,0.31442169106502543,0853980845,071780397X,False
612,Covers_17832,Goodreads_books_28337,GIMP Pocket Reference (O'Reilly Pocket Reference Series),The World in My Pocket,0.3853146941294925,1565927311,0586012664,False
613,Covers_30593,Goodreads_books_34728,Die Atterseekrankheit: Roman (Meridiane aus aller Welt),Die Mitte der Welt,0.2837341507680005,3250600172,3596144965,False
614,Covers_14059,Goodreads_books_38094,Men in Black Dresses : A Quest for the Future Among Wisdom-Makers of the Middle East,Makers,0.36252315882270564,074347726X,0765312794,False
615,Covers_41272,Goodreads_books_24959,David Letterman's New Book of Top Ten Lists and Wedding Dress Patterns for the Husky Bride (David Letterman's Book of Top Ten Lists),David,0.3549090498128351,0553102435,1408800527,False
616,Covers_12366,Goodreads_books_35134,What Looks Like Crazy on an Ordinary Day: A Novel (Oprah's Book Club (Hardcover)),This Is What Happy Looks Like,0.38689128023015856,038097584X,0316212822,False
617,Covers_43887,Goodreads_books_17313,Harm Done: An Inspector Wexford Mystery (Chief Inspector Wexford Mysteries (Hardcover)),Inspector of the Dead,0.3824431231030146,060960547X,0316323934,False
618,Covers_9105,Goodreads_books_8332,Choice and Change: The Psychology of Personal Growth and Interpersonal Relationships (6th Edition),The Choice,0.3112385544193044,0130884138,0884271897,False
619,Covers_15095,Goodreads_books_330,The Worst of Truly Tasteless Jokes,Fear the Worst,0.3543518736736928,0312892918,0553807161,False
620,Covers_19514,Goodreads_books_36779,La voz a ti debida y RazÃ³n de amor (ClÃ¡sicos Castalia),Amor de PerdiÃ§Ã£o,0.22319051123611025,8470390872,0850515092,False
621,Covers_45188,Goodreads_books_28447,Nichts zu verlieren.,Nichts als Gespenster,0.3240740118252051,344242657X,310033180X,False
622,Covers_23333,Goodreads_books_13410,"Sparkle In The Cowboy'S Eyes (Texas Brides) (Silhouette Desire , No 1168)",Vampires Don't Sparkle!,0.30915441280764194,0373761686,1937929604,False
623,Covers_35175,Goodreads_books_23976,Things a Computer Scientist Rarely Talks About,Peace Talks,0.33299207580021173,157586326X,035651529X,False
624,Covers_13339,Goodreads_books_5808,"The Best of Trek, No. 11: Featuring a Complete Guide to the Original Episodes",9-11,0.3397618875772953,0451145763,1583224890,False
625,Covers_25730,Goodreads_books_24174,Courbet A&amp;i (Art &amp; Ideas),Art,0.33057656871301533,0714831808,1461075203,False
626,Covers_9235,Goodreads_books_35225,LÃ¡zaro en el laberinto (ColecciÃ³n Austral),El laberinto de los espÃ­ritus,0.29476943008471823,8423918297,8408163388,False
627,Covers_22176,Goodreads_books_22213,"Die Katze, die Geister beschwor.",To Die For,0.3710934080256188,3404134664,0345476255,False
628,Covers_30021,Goodreads_books_1499,Discoveries: Alchemy : The Great Secret (Discoveries),"The Hidden Life of Trees: What They Feel, How They Communicate â Discoveries from a Secret World",0.34263852572201076,0810928892,1771642483,False
629,Covers_35340,Goodreads_books_39301,Spygirl : True Adventures from My Life as a Private Eye,My Life as a Man,0.3963517830721668,0812971523,067974827X,False
630,Covers_36042,Goodreads_books_22592,Five Minute Nursery Tales,The Gingerbread Man And Golden Goose (Favorite Nursery Tales: Little Golden Book),0.3243919223824624,1840843349,0307010600,False
631,Covers_25912,Goodreads_books_21418,Unter Kannibalen und andere Abenteuerberichte von Frauen.,Von Ratlosen und LÃ¶wenherzen,0.20031434927075725,3442711754,3431037550,False
632,Covers_46794,Goodreads_books_23721,Lovely Me: The Life of Jacqueline Susann,The Lovely Lady,0.39131535623008656,0688050107,1589639634,False
633,Covers_41725,Goodreads_books_12083,Patience dans l'azur: L'Ã©volution cosmique (Science ouverte),The Education of Patience Goodspeed,0.23711408796768976,202005924X,1416913947,False
634,Covers_18930,Goodreads_books_38773,The Best Guide to Success: How to Get Ahead in Your Career,The Success Principles: How to Get from Where You Are to Where You Want to Be,0.37212848310404545,1559275510,0060594896,False
635,Covers_21978,Goodreads_books_36504,Good Families Don't Just Happen: What We Learned from Raising Our 10 Sons and How It Can Work for You,It Can't Happen Here,0.355041214555599,155850804X,045121658X,False
636,Covers_36062,Goodreads_books_3068,Der Frosch Mit Der Maske,Der Glanz der Dunkelheit,0.33563623547560806,3442000017,3846600601,False
637,Covers_27547,Goodreads_books_16127,Passages: Predictable Crises of Adult Life,Show Adult,0.30137467120707234,0553271067,1840681489,False
638,Covers_15362,Goodreads_books_6823,Bird Brained (Rachel Porter Mysteries),Bird,0.38504920759166017,0380792907,1499515448,False
639,Covers_45519,Goodreads_books_12070,The G Spot : And Other Discoveries About Human Sexuality,The Sweet Spot,0.39471477268977,0440130409,0758228767,False
640,Covers_13204,Goodreads_books_28374,La bonne: Roman,Roman Tales,0.34235738703182705,2246529417,0586042415,False
641,Covers_9234,Goodreads_books_14141,Ein Sommernachtstraum,Ein perfekter Freund,0.23426772958922526,3150000734,3257063067,False
642,Covers_44580,Goodreads_books_17431,"Isolde, Queen of the Western Isle : The First of the Tristan and Isolde Novels",The Isle of the Lost,0.3173539956543663,1400047862,1474812783,False
643,Covers_38548,Goodreads_books_26931,El delito de desobediencia a la autoridad o a sus agentes (estudio del ArtÃ­culo 237 del CÃ³digo penal),Return to Del,0.22137383012020298,8472941957,0439253306,False
644,Covers_15378,Goodreads_books_38864,"Spectre of the Black Rose (Ravenloft Terror of Lord Soth, Vol. 2)",Black Rose,0.37438707329641074,0786913339,0739453823,False
645,Covers_35153,Goodreads_books_22178,La Casa del Sueno,La casa delle onde,0.38070594460497464,8433908863,8804675691,False
646,Covers_47908,Goodreads_books_9838,The Truth About Bats (Magic School Bus Chapter Book),Love Bats Last,0.3762599792113857,0439107989,1493648268,False
647,Covers_38305,Goodreads_books_23271,Conard County - Boots &amp; Badges,White Boots,0.3826187122725568,037348383X,0007111576,False
648,Covers_43428,Goodreads_books_34540,Stock Market Miracles: Even More Miraculous Strategies for Cash Flow and Wealth Enhancement,Cash,0.31182302989730765,0910019711,0060727535,False
