,covers_id,goodreads_id,covers_title,goodreads_title,similarity_score,covers_isbn,goodreads_isbn,is_match
340,Covers_9376,Goodreads_books_13166,The Habit of Thought:  From Socratic Seminars to Socratic Practice,The 8th Habit: From Effectiveness to Greatness,0.2065631888978383,0944337392,0743287932,False
341,Covers_20732,Goodreads_books_33351,Developing Online Content: The Principles of Writing and Editing for the Web,Girl Online,0.29913878177051484,0471146110,0141357274,False
342,Covers_27224,Goodreads_books_1106,Was ist Anthroposophie? Einladung zur Entdeckung des Menschen.,Die Entdeckung der Langsamkeit,0.2363938862740301,3723510892,3492207006,False
343,Covers_43247,Goodreads_books_20538,"Drei MÃ?Â¤nner, vier Pubs und eine Urne.",Zu viele MÃ¤nner,0.2993354097247902,3404147545,3453212584,False
344,Covers_15001,Goodreads_books_35312,Heartbound (Homespun),"Hillbilly Tales from the Smoky Mountains - And Other Homespun Remedies, Proverbs, and Poetry",0.2320552678938618,0515120340,1608622835,False
345,Covers_14146,Goodreads_books_17034,"The Secret Sin of Septimus Brop, Sredni Vashtar, the Lumber Room: With Envelope (Travelman Short Stories)",The Mystery of the Secret Room,0.27393233311901277,1860920136,1405203951,False
346,Covers_15982,Goodreads_books_29842,"Footprint New Zealand (Footprint New Zealand, 2nd ed)","Furniture Of The New Zealand Colonial Era: An Illustrated History, 1830 1900",0.2775037850203984,1903471745,0790010755,False
347,Covers_21967,Goodreads_books_2082,Retribution: A Lew Fonesca Novel (Lew Fonesca Novels (Hardcover)),Retribution,0.27836303945634355,0312874529,0425200612,False
348,Covers_19916,Goodreads_books_37510,fom winde ferfeelt ( vom winde verfehlt). welt-strolch macht links-shreibreform.,The Murder on the Links,0.1889647382613084,3492224555,0425067947,False
349,Covers_46672,Goodreads_books_23907,"ThÃ?Â©Ã?Â¢tre : Hernani, Le Roi s'amuse",Ubu Roi,0.27561001382235073,2080703196,0811200728,False
350,Covers_31967,Goodreads_books_19486,Love For A Lifetime (mini) : Building A Marriage That Will Go The Distance (A Daily Reminder),From a Distance,0.29664253127422313,088070683X,0764203894,False
351,Covers_34127,Goodreads_books_10766,Other Log of Phileas Fogg,Other,0.274083335080222,0812537572,0738719196,False
352,Covers_12603,Goodreads_books_22334,51 Best Ways to Amuse Kids,Wild Ways,0.2870675963893715,0399526072,0345548353,False
353,Covers_40972,Goodreads_books_7346,The Brentford Chainstore Massacre,"American Massacre: The Tragedy at Mountain Meadows, September 1857",0.22466836486727965,055214357X,0375726365,False
354,Covers_16012,Goodreads_books_26534,Victimization and Fear of Crime Among the Elderly (Butterworths Perspectives on Individual and Population Aging Series),On Fear,0.26955354980182006,0409810258,0062510142,False
355,Covers_35133,Goodreads_books_14106,Die Rechthaber. Aus der MÃ?Â¤nnerwelt einer Anwaltskanzlei.,MÃ¡j,0.2908757258718437,340632973X,8020407928,False
356,Covers_33782,Goodreads_books_5036,Work: Opposing Viewpoints (Opposing Viewpoints),Blood Work,0.1723018608434131,1565102185,0446690449,False
357,Covers_41005,Goodreads_books_24944,"Diana-TaschenbÃ?Â¼cher, Nr.61, Eine Reise an die Ufer des Rheins im Jahre 1838",Die WellenlÃ¤ufer,0.2502740422841798,3453155823,3785548486,False
358,Covers_44439,Goodreads_books_31702,"Un Seul Ennui, Les Jours Raccourcissent",L'Ãcume des jours,0.25218823933905593,2277118974,2253140872,False
359,Covers_23234,Goodreads_books_16352,"Yoga fÃ?Â¼r RÃ?Â¼cken, Schulter und Nacken.",Light on Yoga,0.23247357750145461,377424801X,0805210318,False
360,Covers_17504,Goodreads_books_12101,Theban Mysteries,The Sherlock Holmes Mysteries,0.22630169817667017,0380450216,0451529995,False
361,Covers_21352,Goodreads_books_19084,Nightpool (Houghton Mifflin Reading:  The Literature Experience),Girl Reading,0.22948626443244344,0395618797,1844086879,False
362,Covers_32472,Goodreads_books_18955,"West to a Land of Plenty: The Diary of Teresa Angelino Viscardi, New York to Idaho Territory, 1883 (Dear America)",Territory,0.2922758667433705,0590738887,0312857357,False
363,Covers_26984,Goodreads_books_7837,Auf der schiefen Ebene. Roman.,Florian Auf Der Wolke,0.2893725370565152,3257211732,3789116416,False
364,Covers_31102,Goodreads_books_23003,Shankara and Indian Philosophy (Suny Series in Religious Studies),Life Studies,0.28748882961259015,0791412822,0571046541,False
365,Covers_8268,Goodreads_books_32002,The Gashlycrumb Tinies,The War of the End of the World,0.0545314524470381,0151003084,0571139612,False
366,Covers_29413,Goodreads_books_32002,The Lure,The War of the End of the World,0.0814905586794897,1555836992,0571139612,False
367,Covers_45874,Goodreads_books_35929,Im Namen Caesars. SPQR. Ein Krimi aus dem alten Rom.,The Twelve Caesars,0.28742290292185285,3442445175,0140449213,False
368,Covers_16043,Goodreads_books_30221,Beadwork Creates Beaded Beads: 30 Designs (Beadwork Creates Series),Making Up the Mind: How the Brain Creates Our Mental World,0.28216840563283546,1931499276,1405160225,False
369,Covers_19235,Goodreads_books_1904,"Protein Power: The High-Protein/Low Carbohydrate Way to Lose Weight, Feel Fit, and Boost Your Health-in Just Weeks!",Boost,0.2604849534012658,0553574752,0803732406,False
370,Covers_21913,Goodreads_books_17794,"Meyers kleine Tierwelt, In der Savanne",Francis Meyers lidenskap,0.28242603856964976,3411082615,8210050192,False
371,Covers_12834,Goodreads_books_5166,"Anita Delgado, Maharani De Kapurthala","Anita Blake, Vampire Hunter Collection 1-4 (Anita Blake, Vampire Hunter, #1-4)",0.23781958430301445,8408044575,0515136174,False
372,Covers_34380,Goodreads_books_18681,How Would You Move Mount Fuji? Microsoft's Cult of the Puzzle - How the World's Smartest Company Selects the Most Creative Thinkers,The Mount,0.286740265291905,0316919160,0142403024,False
373,Covers_29891,Goodreads_books_3068,Der kugelrunde Roberto.,Der Glanz der Dunkelheit,0.20837009086656605,3257228449,3846600601,False
374,Covers_13017,Goodreads_books_1955,Rencontre Du 3e Age,Dark Age,0.28045089802746204,2277330140,0997573120,False
375,Covers_28766,Goodreads_books_20538,MÃ?Â¤nner lieben anders. Helene Weigel und Bertolt Brecht.,Zu viele MÃ¤nner,0.2638720456577772,3499230054,3453212584,False
376,Covers_24587,Goodreads_books_2144,"Emyl Jenkins' Appraisal Book: Identifying, Understanding and Valuing Your Treasures",Understanding,0.2618053197893291,0517570866,1503574237,False
377,Covers_10087,Goodreads_books_29968,Superworse: The Novel: A Remix of Superbad: Stories and Pieces by Ben Greenman,In Pieces,0.2881259728704978,1932360131,1549143077,False
378,Covers_12667,Goodreads_books_9659,"Open air designs: Evaluating, planning, and building the perfect outdoor living space",Air,0.2952787287085063,0895867176,0312261217,False
379,Covers_26251,Goodreads_books_5246,Edit Yourself a Manual for Everyone Who,Everyone Burns,0.29442996514245945,0393302687,0957325606,False
380,Covers_45471,Goodreads_books_17860,"What Lindsey Knew (Silhouette Intimate Moments, No 384)",Silhouette,0.2679604686932338,0373073844,2070651436,False
381,Covers_42749,Goodreads_books_21171,"aller menschen wÃ?Â¼rde. Ein Lesebuch, amnesty international gewidmet. ( Ab 12 J.).",Herr aller Dinge,0.16434248221729975,3794145801,3785724292,False
382,Covers_49658,Goodreads_books_37936,The  Troublemaker's Teaparty : A Manual for Effective Citizen Action,Citizen of the Galaxy,0.27182083122610334,0865714894,1416505520,False
383,Covers_12858,Goodreads_books_2989,El guardiÃ¡n entre el centeno,El camino,0.2995491085139824,8420634093,8423334783,False
384,Covers_34981,Goodreads_books_17502,GrundzÃ?Â¼ge des politischen Systems der neuen Bundesrepublik Deutschland.,Thinking in Systems: A Primer,0.16908816996760212,349221200X,1603580557,False
385,Covers_11477,Goodreads_books_2171,Le Coq De Bruygre (Folio Ser; No. 1229)),Le K,0.2546592306908196,2070372294,2266122355,False
386,Covers_30135,Goodreads_books_31987,CamÃ­ de sirga (Les Ales esteses),La Dame aux CamÃ©lias,0.24557008633722605,8474103509,0192836382,False
387,Covers_32073,Goodreads_books_33310,"Ghosty Men:  The Strange but True Story of the Collyer Brothers, New York's Greatest Hoarders, An Urban Historical",New York,0.28780700892344935,158234311X,0345497422,False
388,Covers_27410,Goodreads_books_1545,Der SchÃ?Â¼ler,"Oh, wie schÃ¶n ist Panama",0.2584724132595868,3407788649,3407805330,False
389,Covers_44002,Goodreads_books_31169,The Saint John's Fern : A Roger the Chapman Medieval Mystery (Roger the Chapman Medieval Mystery),The Murder of Roger Ackroyd,0.29779709267387505,0312276834,1579126278,False
390,Covers_49465,Goodreads_books_24290,Antiques Roadshow Primer : The Introductory Guide to Antiques and Collectibles from the Most-Watched Series on PBS,Around the World in 80 Days: Companion to the PBS Series,0.22381249605428186,0761116249,0912333391,False
391,Covers_34921,Goodreads_books_22866,The Joy of Reflexology : Healing Techniques for the Hands and Feet to Reduce Stress and Reclaim Life,The Healing,0.27393021934744666,0316314668,0385534671,False
392,Covers_33100,Goodreads_books_16091,Der Ketzer von Soana.,Der Geschmack von Sommerregen,0.2642620237254535,3548239420,3863960629,False
393,Covers_25390,Goodreads_books_16606,Don't Lean Out of the Window!: The Inter-Rail Experience,The King in the Window,0.294024623856648,1840240903,0786838949,False
394,Covers_29145,Goodreads_books_30294,Vineta. Die Wiederentdeckung einer versunkenen Stadt.,"Lake Wobegon die wahre Geschichte einer kleinen Stadt, die auf keiner Landkarte steht",0.271640865920039,3785709870,3442422345,False
395,Covers_42762,Goodreads_books_9148,"JesÃºs que Nunca ConocÃ­, El",Nunca Digas Adeus,0.26692559785341313,0829703713,9892319427,False
396,Covers_28197,Goodreads_books_11653,"The No-Nag, No-Guilt, Do-It-Your-Own Way Guide to Quitting Smoking",No Easy Way,0.2778693314133453,0345355784,0989846768,False
397,Covers_17723,Goodreads_books_24103,"The Triumphant Cat: An Anthology of Verse, Prose &amp; Pictures Gathered from the Ancient &amp; Modern Authors",Pictures from an Institution,0.2644843545242762,0786700068,0226393747,False
398,Covers_24064,Goodreads_books_947,Bordeaux : A Buyer's Guide,The Guide,0.2832528569769122,067155509X,0143039644,False
399,Covers_48650,Goodreads_books_5461,"Laura Ashley Decorating With Patterns &amp; Textures: Using Color, Pattern and Texture in the Home",Finding Laura,0.24008754267683266,0517887339,0553588591,False
400,Covers_4763,Goodreads_books_11056,"Blood Type O Food, Beverage and Supplement Lists from Eat Right for Your Type (Food, Beverage and Supplement)",Everyday Food: Great Food Fast,0.2667017033016266,0425183092,0307354164,False
401,Covers_47351,Goodreads_books_15100,"What It Means to Be 98 Percent Chimpanzee: Apes, People, and Their Genes",Great Apes,0.29279312783414146,0520226151,0802135765,False
402,Covers_32831,Goodreads_books_29272,Ayla und der Stein des Feuers. Roman.,The Ravishing of Lol Stein,0.21674404662007862,3453869451,0394743040,False
403,Covers_49305,Goodreads_books_39357,Seeteufel. Abenteuer aus meinem Leben.,Sadako will leben,0.2116745902421173,3548256503,3401027247,False
404,Covers_38663,Goodreads_books_17465,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,0.2070637507830482,0060391502,1250066115,False
405,Covers_18592,Goodreads_books_4496,Snowshoe Trails of Tahoe (Snowshoe Trails),Story of O,0.0338313505653521,0899972349,0345301110,False
406,Covers_44039,Goodreads_books_22325,Die Macht der Konzentration.,Die HÃ¼ter der Rose,0.2599287231405234,3784472907,343103635X,False
407,Covers_25124,Goodreads_books_28374,Briefe in die chinesische Vergangenheit: Roman,Roman Tales,0.23762846459682646,3485004537,0586042415,False
408,Covers_28871,Goodreads_books_13282,Diva: The New Generation : The Sopranos and Mezzos of the Decade Discuss Their Roles,Aphrodite the Diva,0.2808190825396589,1555533582,1442421002,False
409,Covers_38296,Goodreads_books_1871,Il Momento E Catartico,Il bar sotto il mare,0.28958059426263183,8804501596,8807810778,False
410,Covers_34277,Goodreads_books_7589,Kraft zum Loslassen. TÃ?Â¤gliche Meditationen fÃ?Â¼r die innere Heilung.,Noces / L'Ã©tÃ©,0.16595336479893663,3453047656,2070360164,False
411,Covers_11317,Goodreads_books_4516,La Grammaire est une chanson douce,Le bleu est une couleur chaude,0.2817231079924407,2234054036,272346783X,False
412,Covers_21386,Goodreads_books_30618,Mycroft Holmes Contra La Hermandad,The Complete Sherlock Holmes,0.22612824006867563,8448034023,0553328255,False
413,Covers_48271,Goodreads_books_32151,"Name This Font - A Practical Encyclopedia of Letterforms: Volume 1: Uppercase, Upright Fonts - Sans Serif, Serif, Condensed",The Name of This Book Is Secret,0.1844870676727948,1552125939,0316113662,False
414,Covers_40612,Goodreads_books_993,Blair Witch. Die Bekenntnisse des Rustin Parr.,Witch,0.2818801070941764,344244974X,0316027065,False
415,Covers_28201,Goodreads_books_13398,Petit dictionnaire des mots rares,Le Petit Nicolas a des Ennuis,0.29055443129861175,2253153389,2070513416,False
416,Covers_33027,Goodreads_books_32002,The Barnstormers (Skymasters),The War of the End of the World,0.0545314524470381,044000375X,0571139612,False
417,Covers_16905,Goodreads_books_12865,IT by Moose ...that's Instructional Techniques,It,0.2914691270069012,0969908105,1846147549,False
418,Covers_34364,Goodreads_books_15076,"Kids, Critters And Cupid (The Camerons Of Colorado) (Harlequin Superromance, No 678)",The Cupid Chronicles,0.29056900755780346,0373706782,1416908676,False
419,Covers_46143,Goodreads_books_13276,Housewise: The Smart Woman's Guide to Buying and Renovating Real Estate for Profit,Die Buying,0.2760720124337752,0517560038,0425242730,False
420,Covers_16604,Goodreads_books_12124,Eine Frau von dreiÃ?Â?ig Jahren.,Von Bek,0.18087968844730698,3404111389,1565041925,False
421,Covers_30537,Goodreads_books_28363,Gorki Park. Der erste Arkadi- Renko- Roman.,Jesus--der erste neue Mann,0.2714764977726579,3442446627,3492033679,False
422,Covers_11730,Goodreads_books_7800,Carn Uk,2001 Cyber Space Odyssey: The Internet In The Uk Election,0.2335468830427467,0330328085,0900432403,False
423,Covers_33874,Goodreads_books_28218,Microeconomics;: A programmed book,The Book of the Book,0.23579417535198377,0135814219,090086012X,False
424,Covers_21918,Goodreads_books_27339,The Spotted Cats (A Brady Coyne Mystery),Mystery,0.2649980927169127,0385302339,2266126075,False
425,Covers_35801,Goodreads_books_36580,Collector's Encyclopedia of Barbie Doll Exclusives and More: Identification &amp; Values (1977 to 1997),The Doll,0.2768432625782617,157432134X,1858660653,False
426,Covers_13174,Goodreads_books_36451,"Dear Irene,: An Irene Kelly Mystery (Irene Kelly Mysteries (Paperback))",True History of the Kelly Gang,0.2908391321699655,0380725568,0375724672,False
427,Covers_42240,Goodreads_books_34699,Gross Grub: Wretched Recipes That Look Yucky but Taste Yummy (Kidbacks),The Wretched of the Earth,0.27209633650883713,0679866930,0802141323,False
428,Covers_46306,Goodreads_books_23974,"Congestive Heart Failure: Pathophysiology, Diagnosis, and Comprehensive Approach to Management",The Heart,0.21015236402044954,0387940170,193700810X,False
429,Covers_31142,Goodreads_books_2469,RÃ?Â¶merbrief. (6. Lieferung),Die RÃ¤uber,0.2526792989440616,3429008441,3150000157,False
430,Covers_14908,Goodreads_books_8112,The Pipe Fiter's and Pipe Welder's Handbook,The Earth Chronicles Handbook,0.15721823951253935,0028025008,1591431018,False
431,Covers_41586,Goodreads_books_11152,Teach Yourself OOP with VB 5 in 21 Days,Teach Me,0.28912623990018227,0672312999,1595140859,False
432,Covers_49335,Goodreads_books_2171,Le chat qui mangeait de la laine,Le K,0.2741055341965523,2264017309,2266122355,False
433,Covers_49790,Goodreads_books_28257,MeistererzÃ?Â¤hlungen.,Anna Und Ich: ErzÃ¤hlungen,0.2895085350297641,3257217005,3472866055,False
434,Covers_21679,Goodreads_books_35769,"Photoanalysis; how to interpret the hidden psychological meaning of personal and public photographs,",The Hidden,0.278188610572567,0883260662,1416978976,False
435,Covers_15894,Goodreads_books_4011,Bicycling the Backroads of Southwest Washington,Washington's Crossing,0.2870762572800091,0898861500,0195170342,False
436,Covers_49024,Goodreads_books_9417,Croire en quoi?,En Familia,0.2347446389081681,2743603135,9561311607,False
437,Covers_24279,Goodreads_books_34728,--Und morgen die ganze Welt?: Rechstextreme Publizistik in Westeuropa,Die Mitte der Welt,0.2401310046764633,3894721057,3596144965,False
438,Covers_17836,Goodreads_books_19481,Fuera de temporada (ColecciÃ³n Nueva narrativa),Minha vida fora de sÃ©rie: 1Âª temporada,0.23201293167858447,8408011979,8580620058,False
439,Covers_42567,Goodreads_books_29098,Baking Cakes Cookies Breads Pastries,Baking Artisan Bread: 10 Expert Formulas for Baking Better Bread at Home,0.24008897091614992,0895864991,1592534538,False
440,Covers_19124,Goodreads_books_31134,"Grilling Quick and Easy Recipes Food Write (Safe Party Planning, Vol.3)",Easy,0.272598996794803,0911479120,0425266745,False
441,Covers_40922,Goodreads_books_2989,El Quincornio,El camino,0.25829233681120367,843392480X,8423334783,False
442,Covers_10499,Goodreads_books_26096,Cicero's First Catilinarian Oration,First,0.2890881171325858,0865163413,1495433161,False
443,Covers_22082,Goodreads_books_2989,"Jurado, El",El camino,0.26530839053080024,8440676093,8423334783,False
444,Covers_40712,Goodreads_books_27728,Befehl von oben.,Ein Mann will nach oben: Die Frauen und der TrÃ¤umer,0.24578288446852106,3453136578,3499113163,False
445,Covers_33043,Goodreads_books_31971,Creeps Suzette (Bed-And-Breakfast Mysteries (Paperback)),Good in Bed,0.2718806435062628,0380800799,0743418174,False
446,Covers_19589,Goodreads_books_31209,Suzanne Whites Original Chinese Astorlog (Yenbooks),Suzanne's Diary for Nicholas,0.25999013603298843,080481645X,0446611085,False
447,Covers_15055,Goodreads_books_21644,Der Riesengrabfrosch: Roman von den Leiden des wenig gerÃ¼hmten Schriftstellers Schaff,Angel's Den,0.1876584575267887,3794121643,0805448144,False
448,Covers_30195,Goodreads_books_11345,One Minute for Myself: How to Manage Your Most Valuable Asset,The One Minute Manager,0.28946983071811394,0380703084,0688014291,False
449,Covers_19502,Goodreads_books_11638,Death at Wentwater Court (Daisy Dalrymple Mysteries (Paperback)),Daisy Jones,0.29837976944713807,1575667509,1939665329,False
450,Covers_20048,Goodreads_books_15520,La Billebaude,La torre y la isla,0.27018849668820444,2070373703,8466752161,False
451,Covers_25732,Goodreads_books_15520,La Senda Secreta - 1,La torre y la isla,0.20620934316738346,8440668694,8466752161,False
452,Covers_41725,Goodreads_books_12083,Patience dans l'azur: L'Ã©volution cosmique (Science ouverte),The Education of Patience Goodspeed,0.23711408796768976,202005924X,1416913947,False
453,Covers_35543,Goodreads_books_36860,Leonard Maltin's Movie &amp; Video Guide 1997 (Annual),My Friend Leonard,0.28718137382218306,0451188888,1594481954,False
454,Covers_25314,Goodreads_books_22485,Havana Heat : A Lupe Solano Mystery (Lupe Solano Mysteries (Hardcover)),Heat,0.2285998225100782,038097780X,0786286555,False
455,Covers_17708,Goodreads_books_18476,Alte Schulden.,M-aÈ omorÃ® pentru tine Èi alte povestiri pierdute,0.24110069632757541,3442356083,9734676784,False
456,Covers_28983,Goodreads_books_37493,Instrucciones Para Olvidar El Quijote,Don Quijote de la Mancha I,0.2707894617970946,8430600639,8477110972,False
457,Covers_13781,Goodreads_books_30326,"COWBOY LIFE : A SADDLEBAG GUIDE FOR DUDES, TENDERFEET, AND COWPUNCHERS EVERYWHERE",Angels Everywhere,0.2719801576771299,0671866826,0060508302,False
458,Covers_29045,Goodreads_books_7982,Photo/Imaging: How to Communicate With Camera and Computer,Photo Finish,0.2742377642906759,0881960098,0553482610,False
459,Covers_19722,Goodreads_books_18705,"Das Harvard - Konzept: Sachgerecht verhandeln, erfolgreich verhandeln. Das Standardwerk der Verhandlungstechnik.",Das Gold der Maori,0.20739807239238262,3593348047,3785760248,False
460,Covers_19647,Goodreads_books_16374,"Bugs, Bugs, Bugs (Science Emergent Readers)",The Olive Readers,0.15301865746730645,0590397923,0330439634,False
461,Covers_35792,Goodreads_books_3952,Komponistinnen aus 500 Jahren: Eine Kultur- und Wirkungsgeschichte in Biographien und Werkbeispielen,Conan : die Original-ErzÃ¤hlungen aus den Jahren 1932 und 1933,0.28059433285843904,3596237149,3453870611,False
462,Covers_35165,Goodreads_books_10402,Homes and Interiors of the 1920's,Better Homes and Hauntings,0.29618741969708273,0921335067,147670600X,False
463,Covers_49724,Goodreads_books_21171,Un endroit oÃ?Â¹ aller,Herr aller Dinge,0.23339617755271383,2868696627,3785724292,False
464,Covers_25337,Goodreads_books_15770,Goldauge. Thriller.,The Blackstone Chronicles: The Serial Thriller Complete in One Volume,0.25011400248458887,340412961X,044900192X,False
465,Covers_13404,Goodreads_books_28191,Die Krabbe Mit Den Goldenen Scheren: Die Krabbe Mit Den Goldenen Scheren,Wie Zuckerwatte mit SilberfÃ¤den,0.2603331446655928,3551015171,3551520100,False
466,Covers_17686,Goodreads_books_32002,The Fuse,The War of the End of the World,0.07529397754934512,0441258859,0571139612,False
467,Covers_34132,Goodreads_books_2987,Tundra: Selections from the Great Accounts of Arctic Land Voyages: with illustrations and maps,Arctic Dreams,0.2576722153439511,0771066279,0375727485,False
468,Covers_25997,Goodreads_books_2171,Le maschere: Romanzo (Scrittori italiani),Le K,0.2873889425779471,8804393661,2266122355,False
469,Covers_49820,Goodreads_books_19960,Not in My Backyard: An E.J. Pugh Mystery (E. J. Pugh Mysteries),A Life Not my Own,0.20942038261944718,0380805324,1477295690,False
470,Covers_15616,Goodreads_books_2072,Das Dornenhaus. Eine farbenprÃ?Â¤chtige Australien- Saga.,Saga,0.26968462756913625,3404259165,2070408450,False
471,Covers_48231,Goodreads_books_18762,Vineyard Shadows : A Martha's Vineyard Mystery,Shadows,0.29908612309881355,0684855453,1606841769,False
472,Covers_24506,Goodreads_books_32002,Northshore (The Awakeners I),The War of the End of the World,0.05360852681403627,0812556178,0571139612,False
473,Covers_31678,Goodreads_books_13788,Die vielen Gesichter der Liebe: Einblick in d. weltweite Behinderten-Diakonie d. Christoffel-Blindenmission,Ewiglich die Liebe,0.1998304921015727,387173537X,3789130427,False
474,Covers_17692,Goodreads_books_27990,Die Tote im GÃ?Â¶takanal.,Die Wassernot IM Emmental,0.24512000421312935,349922951X,3257205694,False
475,Covers_38080,Goodreads_books_23202,The Story of Silver Dollar City: A Pictorial History of Branson's Famous Ozark Mountain Village Theme Park,Ozark Red,0.29637578772373824,0965998304,1930584083,False
476,Covers_34261,Goodreads_books_32002,The Fondas,The War of the End of the World,0.07529397754934512,0312297599,0571139612,False
477,Covers_35959,Goodreads_books_28374,DornenvÃ?Â¶gel. Roman.,Roman Tales,0.28057812967051243,3442098947,0586042415,False
478,Covers_49892,Goodreads_books_6149,101 Ways to Avoid Spelling Traps,How to Avoid Huge Ships,0.2807469199145408,081674923X,0870334336,False
479,Covers_42464,Goodreads_books_9982,Ancient Medicine: Selected Papers of Ludwig Edelstein (Softshell Books),"Ludwig Revolution, Vol. 1",0.29100169939517667,0801834910,2759500519,False
480,Covers_32863,Goodreads_books_14134,Manuel de civilitÃ?Â© pour les petites filles Ã?Â  l'usage des maisons d'Ã?Â©ducation,LibertÃ© pour les ours,0.2262418062867994,2277302554,2020255855,False
481,Covers_44430,Goodreads_books_28191,"BÃ¼rgerliches Gesetzbuch: Mit EinfÃ¼hrungsgesetz, Beurkundungsgesetz, AGB-Gesetz, Verbraucherkreditgesetz, Gesetz Ã¼ber den Widerruf von HaustÃ¼rgeschÃ¤ften, Produkthaftungsgesetz, Wohnungseigentumsgesetz, Ehegesetz und Hausratsverordnung : Textausgabe (B",Wie Zuckerwatte mit SilberfÃ¤den,0.1174673289322031,3423050012,3551520100,False
482,Covers_36278,Goodreads_books_14645,Complete Tai-Chi: The Definitive Guide to Physical &amp; Emotional Self-Improvement,JavaScript: The Definitive Guide,0.27345933879037637,0804818975,0596101996,False
483,Covers_18554,Goodreads_books_30710,The Well-Informed Patient's Guide to Back Surgery (Dell Surgical Library),The English Patient,0.28333340108431626,044021257X,0771068719,False
484,Covers_26677,Goodreads_books_18872,"The Book of the Beast: The Secret Books of Paradys II (Paradys Tetralogy/Tanith Lee, 2)",The Nature of the Beast,0.26058411746444865,0879514175,1250022088,False
485,Covers_12080,Goodreads_books_7905,Quel Che Resta Del Giorno,Il viaggiatore del giorno dei Morti,0.297502899968932,8806134817,884591464X,False
486,Covers_18414,Goodreads_books_2989,"Psicoanalisis, El",El camino,0.25829233681120367,8420608246,8423334783,False
487,Covers_22550,Goodreads_books_35803,Wok (Cocina tendencias series),The Fever Series,0.1334830109208256,8480764252,0345538277,False
488,Covers_9405,Goodreads_books_16630,Tangrams : 330 Puzzles,"Labyrinths of Reason: Paradox, Puzzles and the Frailty of Knowledge",0.16986387988079776,0486214834,0385242719,False
489,Covers_48470,Goodreads_books_27662,The Ghostly Register,Der Herr der Ringe. AnhÃ¤nge und Register,0.27932886430611253,0809250810,3608932240,False
490,Covers_12360,Goodreads_books_2914,Life Laughs Last : 200 More Classic Photos from the Famous Back Page of America's Favorite Magazine,The Land of Laughs,0.2813875276695651,0671687972,0312873115,False
491,Covers_28429,Goodreads_books_15520,LA Odisea,La torre y la isla,0.2779584119973989,8471663945,8466752161,False
492,Covers_15896,Goodreads_books_10220,"Punished By Rewards: The Trouble with Gold Stars, Incentive Plans, A's, Praise, and Other Bribes",The Trouble with Love,0.2669746472784511,0618001816,110188343X,False
493,Covers_41084,Goodreads_books_38034,Gelebte Geschichte,Fabian. Die Geschichte eines Moralisten,0.2467044008057941,343011862X,3423110066,False
494,Covers_22280,Goodreads_books_32002,The Firewalkers,The War of the End of the World,0.07529397754934512,0907040713,0571139612,False
495,Covers_48910,Goodreads_books_31515,"The Implementation (TCP/IP Illustrated, Volume 2)",The Illustrated Man,0.29566821818804356,020163354X,000712774X,False
496,Covers_42059,Goodreads_books_22002,The Agenda: What Every Business Must Do to Dominate the Decade,The Annihilation Agenda,0.29354544589884746,0609609661,0316796395,False
497,Covers_32415,Goodreads_books_14516,Minnesota Trivia (Trivia Fun),Fun & Games,0.2458407352845719,1558530924,0316133280,False
498,Covers_21221,Goodreads_books_14815,Netzwerkprogrammierung unter LINUX und UNIX.,Sommer unter schwarzen FlÃ¼geln,0.2042401188297206,3446210938,3789142972,False
499,Covers_10423,Goodreads_books_22213,Die Hilbertschen Probleme.,To Die For,0.24224487622463642,3817134010,0345476255,False
500,Covers_4689,Goodreads_books_9050,Toyota Celica 1986-1999: Front Wheel Drive Models (Haynes Automotive Repair Manual),Drive,0.26117476378719473,1563923971,1978098758,False
501,Covers_22210,Goodreads_books_38215,"Aus der Reihe tanzen: Ach, Mama, ach, Tochter",Mama Day,0.22212869200089774,3355013293,0679721819,False
502,Covers_45468,Goodreads_books_7649,Ein Hauch von Seligkeit: Die Frauen grosser Dichter,Die Kleider der Frauen,0.2581474852202339,3426007932,3746635675,False
503,Covers_40511,Goodreads_books_20486,"Fodor's Cancun, Cozumel, Yucatan Peninsula '94 (Fodor's Cancun, Cozumel, Yucatan Peninsula)","Incidents of Travel in Yucatan, Vol 1",0.2572871160329571,0679025065,0486209261,False
504,Covers_3860,Goodreads_books_15520,LA Prisonniere,La torre y la isla,0.27018849668820444,2070381773,8466752161,False
505,Covers_42815,Goodreads_books_37894,Electrical Grounding: Bringing Grounding Back to Earth,Earth,0.2323200311845551,0766804860,055329024X,False
506,Covers_41842,Goodreads_books_3068,EQ 2. Der Erfolgsquotient.,Der Glanz der Dunkelheit,0.20837009086656605,3423362111,3846600601,False
507,Covers_25465,Goodreads_books_4432,Behind the Hedges of Montecito,Behind the Gates,0.2749000409074996,1564743179,0545317010,False
508,Covers_21615,Goodreads_books_26681,A Guide to Mla Documentation: With an Appendix on Apa Style (English Essentials),Essentials of Hypnosis,0.20081355020287037,0395745365,0876307616,False
509,Covers_29058,Goodreads_books_11586,Berlin-PalÃ¤stina und zurÃ¼ck: Erinnerungen,Berlin Wild,0.26449073189194544,3320012258,067080925X,False
