"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorTFIDFCosine record1Value","[0] BookTitleComparatorTFIDFCosine record2Value","[0] BookTitleComparatorTFIDFCosine record1PreprocessedValue","[0] BookTitleComparatorTFIDFCosine record2PreprocessedValue","[0] BookTitleComparatorTFIDFCosine similarity","[0] BookTitleComparatorTFIDFCosine postproccesedSimilarity","[1] BookAuthorComparatorJaccard record1Value","[1] BookAuthorComparatorJaccard record2Value","[1] BookAuthorComparatorJaccard record1PreprocessedValue","[1] BookAuthorComparatorJaccard record2PreprocessedValue","[1] BookAuthorComparatorJaccard similarity","[1] BookAuthorComparatorJaccard postproccesedSimilarity","[2] BookGenreComparatorJaccard record1Value","[2] BookGenreComparatorJaccard record2Value","[2] BookGenreComparatorJaccard record1PreprocessedValue","[2] BookGenreComparatorJaccard record2PreprocessedValue","[2] BookGenreComparatorJaccard similarity","[2] BookGenreComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","Goodreads_books_4664","Amazon_13971","0.8999999999999999",,"Chicken Soup for the Teenage Soul: The Real Deal Friends: Best, Worst, Old, New, Lost, False, True and More (Chicken Soup for the Soul)","Chicken Soup for the Soul 20th Anniversary Edition","Chicken Soup for the Teenage Soul: The Real Deal Friends: Best, Worst, Old, New, Lost, False, True and More (Chicken Soup for the Soul)","Chicken Soup for the Soul 20th Anniversary Edition","1.0","1.0","Jack Canfield","Jack Canfield","Jack Canfield","Jack Canfield","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32141","Amazon_18206","0.9999999999999999",,"The Player of Games","The Player Of Games","The Player of Games","The Player Of Games","1.0","1.0","Iain M. Banks","Iain M. Banks","Iain M. Banks","Iain M. Banks","1.0","1.0","Science Fiction","Science-Fiction","Science Fiction","Science-Fiction","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_34976","Amazon_7034","0.9999999999999999",,"The Girl in the Spider's Web","The Girl in the Spider's Web","The Girl in the Spider's Web","The Girl in the Spider's Web","1.0","1.0","David Lagercrantz","David Lagercrantz","David Lagercrantz","David Lagercrantz","1.0","1.0","Thriller","Thriller","Thriller","Thriller","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32949","Amazon_20982","0.9999999999999999",,"Love Letters to the Dead","Love Letters to the Dead","Love Letters to the Dead","Love Letters to the Dead","1.0","1.0","Ava Dellaira","Ava Dellaira","Ava Dellaira","Ava Dellaira","1.0","1.0","Young Adult","Young-Adult","Young Adult","Young-Adult","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_957","Amazon_17934","0.9999999999999999",,"Ancillary Mercy","Ancillary Mercy","Ancillary Mercy","Ancillary Mercy","1.0","1.0","Ann Leckie","Ann Leckie","Ann Leckie","Ann Leckie","1.0","1.0","Science Fiction","Science-Fiction","Science Fiction","Science-Fiction","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_18905","Amazon_17669","0.1",,"Blood Communion","Blood of Elves","Blood Communion","Blood of Elves","0.0","0.0","","","","","0.0","0.0","Horror","Horror","Horror","Horror","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32868","Amazon_4895","0.0",,"The Carnivorous Carnival","The Case for Christ","The Carnivorous Carnival","The Case for Christ","0.0","0.0","","","","","0.0","0.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_19092","Amazon_2274","0.8999999999999999",,"Star Wars: The Ultimate Visual Guide","Star Wars: The Jedi Path","Star Wars: The Ultimate Visual Guide","Star Wars: The Jedi Path","1.0","1.0","Daniel  Wallace","Daniel Wallace","Daniel  Wallace","Daniel Wallace","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33287","Amazon_5156","0.0",,"The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design","The Blood of Olympus (Heroes of Olympus Book 5)","The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design","The Blood of Olympus (Heroes of Olympus Book 5)","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_14636","Amazon_18140","0.4",,"Prince of Fools","Prince of Thorns","Prince of Fools","Prince of Thorns","0.0","0.0","Mark  Lawrence","Mark Lawrence","Mark  Lawrence","Mark Lawrence","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_15745","Amazon_14681","0.7999999999999999",,"Dr. Pitcairn's Complete Guide to Natural Health for Dogs & Cats","Dr. Pitcairn's Complete Guide To Natural Health For Dogs & Cats (4th Edition)","Dr. Pitcairn's Complete Guide to Natural Health for Dogs & Cats","Dr. Pitcairn's Complete Guide To Natural Health For Dogs & Cats (4th Edition)","1.0","1.0","Richard H. Pitcairn","Richard Pitcairn","Richard H. Pitcairn","Richard Pitcairn","0.6666666666666666","0.6666666666666666","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38634","Amazon_17218","0.9999999999999999",,"Fire Along the Sky","Fire Along the Sky","Fire Along the Sky","Fire Along the Sky","1.0","1.0","Sara Donati","Sara Donati","Sara Donati","Sara Donati","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32524","Amazon_4435","0.3",,"Harry Potter Collection","Harry Potter and the Chamber of Secrets","Harry Potter Collection","Harry Potter and the Chamber of Secrets","0.0","0.0","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","1.0","1.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_17888","Amazon_15537","0.2",,"The Country Wife","The Complete Works of William Shakespeare (Knickerbocker Classics)","The Country Wife","The Complete Works of William Shakespeare (Knickerbocker Classics)","0.0","0.0","William Wycherley","William Shakespeare","William Wycherley","William Shakespeare","0.3333333333333333","0.3333333333333333","Drama","Drama","Drama","Drama","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_19998","Amazon_7875","0.0",,"How to Become a Really Good Pain in the Ass: A Critical Thinker's Guide to Asking the Right Questions","How to Read a Book","How to Become a Really Good Pain in the Ass: A Critical Thinker's Guide to Asking the Right Questions","How to Read a Book","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5289","Amazon_12107","0.0",,"The List of Seven","The Life-Changing Magic of Tidying Up","The List of Seven","The Life-Changing Magic of Tidying Up","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1784","Amazon_4662","0.0",,"Demon Thief","Demon Dentist","Demon Thief","Demon Dentist","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_25718","Amazon_10157","0.3",,"Batman: Hush, Vol. 1","Batman","Batman: Hush, Vol. 1","Batman","0.0","0.0","Jeph Loeb","Jeph Loeb","Jeph Loeb","Jeph Loeb","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13651","Amazon_17878","0.0",,"The Dark-Hunters, Vol. 1","The Day of the Triffids","The Dark-Hunters, Vol. 1","The Day of the Triffids","0.0","0.0","","","","","0.0","0.0","Fantasy-Paranormal","Fantasy","Fantasy-Paranormal","Fantasy","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33760","Amazon_12070","0.0",,"Behind the Scenes at the Museum","Behind the Beautiful Forevers","Behind the Scenes at the Museum","Behind the Beautiful Forevers","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23009","Amazon_17406","0.9999999999999999","1","Again the Magic","Again the Magic","Again the Magic","Again the Magic","1.0","1.0","Lisa Kleypas","Lisa Kleypas","Lisa Kleypas","Lisa Kleypas","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_3966","Amazon_11175","0.9999999999999999",,"Why We Get Fat: And What to Do About It","Why We Get Fat","Why We Get Fat: And What to Do About It","Why We Get Fat","1.0","1.0","Gary Taubes","Gary Taubes","Gary Taubes","Gary Taubes","1.0","1.0","Health","Health","Health","Health","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_28754","Amazon_20828","0.0",,"The Huntress","The Hunger Games Trilogy Box Set","The Huntress","The Hunger Games Trilogy Box Set","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4026","Amazon_10655","0.8999999999999999",,"Fables: The Deluxe Edition, Book Two","Fables The Deluxe Edition Book Two","Fables: The Deluxe Edition, Book Two","Fables The Deluxe Edition Book Two","1.0","1.0","Bill Willingham","Bill Willingham","Bill Willingham","Bill Willingham","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1820","Amazon_12949","0.7",,"The Books of Magic","The Book of Awesome","The Books of Magic","The Book of Awesome","1.0","1.0","Neil Gaiman","Neil Pasricha","Neil Gaiman","Neil Pasricha","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_29039","Amazon_20915","0.0",,"The Bascombe Novels","The Battle of the Labyrinth","The Bascombe Novels","The Battle of the Labyrinth","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31306","Amazon_20635","0.0",,"The Complete Persepolis","The Complete Nail Technician","The Complete Persepolis","The Complete Nail Technician","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37567","Amazon_7297","0.8999999999999999",,"Goodbye to Berlin","Goodbye To Berlin","Goodbye to Berlin","Goodbye To Berlin","1.0","1.0","Christopher Isherwood","Christopher Isherwood","Christopher Isherwood","Christopher Isherwood","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_182","Amazon_1040","0.0",,"The Death of Artemio Cruz","The Demon-Haunted World","The Death of Artemio Cruz","The Demon-Haunted World","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5722","Amazon_18460","0.0",,"The Milkweed Prophesy: Epitaph of the Apocalypse","The Mixer: The Story of Premier League Tactics, from Route One to False Nines","The Milkweed Prophesy: Epitaph of the Apocalypse","The Mixer: The Story of Premier League Tactics, from Route One to False Nines","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36385","Amazon_7794","0.8999999999999999",,"Nine Perfect Strangers","Nine Perfect Strangers","Nine Perfect Strangers","Nine Perfect Strangers","1.0","1.0","Liane Moriarty","Liane Moriarty","Liane Moriarty","Liane Moriarty","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8453","Amazon_18220","0.1",,"The Star Child","The Stand","The Star Child","The Stand","0.0","0.0","","","","","0.0","0.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_5068","Amazon_20921","0.3",,"How to Cheat a Dragon's Curse","How to Train Your Dragon: How To Cheat A Dragon's Curse","How to Cheat a Dragon's Curse","How to Train Your Dragon: How To Cheat A Dragon's Curse","0.0","0.0","Cressida Cowell","Cressida Cowell","Cressida Cowell","Cressida Cowell","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_15731","Amazon_6210","0.8999999999999999",,"The Dangerous Book for Boys","The Dangerous Book for Boys","The Dangerous Book for Boys","The Dangerous Book for Boys","1.0","1.0","Conn Iggulden","Conn Iggulden","Conn Iggulden","Conn Iggulden","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_14269","Amazon_10863","0.8999999999999999",,"Akira, Vol. 5","Akira Volume 5","Akira, Vol. 5","Akira Volume 5","1.0","1.0","Katsuhiro Otomo","Katsuhiro Otomo","Katsuhiro Otomo","Katsuhiro Otomo","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_34255","Amazon_1051","0.0",,"The Invisible Ring","The Invention of Nature","The Invisible Ring","The Invention of Nature","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_17605","Amazon_19104","0.0",,"How to Be Alone","How to Survive","How to Be Alone","How to Survive","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_24180","Amazon_10618","0.3",,"Naruto (3-in-1 Edition), Vol. 1: Includes Vols. 1, 2 & 3","Naruto, Vol. 5","Naruto (3-in-1 Edition), Vol. 1: Includes Vols. 1, 2 & 3","Naruto, Vol. 5","0.0","0.0","Masashi Kishimoto","Masashi Kishimoto","Masashi Kishimoto","Masashi Kishimoto","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_25025","Amazon_10818","0.8999999999999999",,"The Walking Dead, Vol. 15: We Find Ourselves","The Walking Dead Volume 22: A New Beginning","The Walking Dead, Vol. 15: We Find Ourselves","The Walking Dead Volume 22: A New Beginning","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_16125","Amazon_4964","0.0",,"The Man in the Wooden Hat","The Maze Runner","The Man in the Wooden Hat","The Maze Runner","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32674","Amazon_12763","0.0",,"The Mad Ship","The Man Who Made Things Out of Trees","The Mad Ship","The Man Who Made Things Out of Trees","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21294","Amazon_11749","0.0",,"The Higher Power of Lucky","The History of the Ancient World","The Higher Power of Lucky","The History of the Ancient World","0.0","0.0","Susan Patron","Susan Wise Bauer","Susan Patron","Susan Wise Bauer","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31013","Amazon_16764","0.0",,"The Corrections","The Confident Woman","The Corrections","The Confident Woman","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38843","Amazon_13214","0.3",,"Boomerang: Travels in the New Third World","Boomerang","Boomerang: Travels in the New Third World","Boomerang","0.0","0.0","Michael   Lewis","Michael Lewis","Michael   Lewis","Michael Lewis","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_28688","Amazon_10968","0.3",,"Hellboy, Vol. 4: The Right Hand of Doom","Hellboy Volume 2: Wake The Devil (2nd Ed.)","Hellboy, Vol. 4: The Right Hand of Doom","Hellboy Volume 2: Wake The Devil (2nd Ed.)","0.0","0.0","Mike Mignola","Mike Mignola","Mike Mignola","Mike Mignola","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_2707","Amazon_19806","0.9999999999999999",,"How to Talk So Kids Will Listen & Listen So Kids Will Talk","How to Talk so Kids Can Learn at Home and in School","How to Talk So Kids Will Listen & Listen So Kids Will Talk","How to Talk so Kids Can Learn at Home and in School","1.0","1.0","Adele Faber","Adele Faber","Adele Faber","Adele Faber","1.0","1.0","Education","Education","Education","Education","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32524","Amazon_4451","0.3",,"Harry Potter Collection","Harry Potter and the Chamber of Secrets","Harry Potter Collection","Harry Potter and the Chamber of Secrets","0.0","0.0","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","1.0","1.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5068","Amazon_20913","0.3",,"How to Cheat a Dragon's Curse","How To Speak Dragonese","How to Cheat a Dragon's Curse","How To Speak Dragonese","0.0","0.0","Cressida Cowell","Cressida Cowell","Cressida Cowell","Cressida Cowell","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_19680","Amazon_12365","0.0",,"The Art of Murder","The Artful Wooden Spoon","The Art of Murder","The Artful Wooden Spoon","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_6234","Amazon_22114","0.0",,"The Council of Mirrors","The Complete Book of Classic Dodge and Plymouth Muscle","The Council of Mirrors","The Complete Book of Classic Dodge and Plymouth Muscle","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_10823","Amazon_7697","0.0",,"The Nigger of the Narcissus","The Night Manager","The Nigger of the Narcissus","The Night Manager","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5289","Amazon_14787","0.0",,"The List of Seven","The Life-Changing Magic of Tidying","The List of Seven","The Life-Changing Magic of Tidying","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31723","Amazon_1425","0.3",,"Animal Dreams","Animal, Vegetable, Miracle","Animal Dreams","Animal, Vegetable, Miracle","0.0","0.0","Barbara Kingsolver","Barbara Kingsolver","Barbara Kingsolver","Barbara Kingsolver","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5289","Amazon_12126","0.0",,"The List of Seven","The Life-Changing Magic of Tidying","The List of Seven","The Life-Changing Magic of Tidying","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_10839","Amazon_14446","0.0",,"The Hidden Flower","The Hidden Life of Trees (Illustrated Edition)","The Hidden Flower","The Hidden Life of Trees (Illustrated Edition)","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32986","Amazon_1339","0.0",,"The Monk","The Moneyless Man","The Monk","The Moneyless Man","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30617","Amazon_4657","0.8999999999999999",,"James and the Giant Peach","James and the Giant Peach","James and the Giant Peach","James and the Giant Peach","1.0","1.0","Roald Dahl","Roald Dahl","Roald Dahl","Roald Dahl","1.0","1.0","Childrens-Chapter Books","Childrens-Books","Childrens-Chapter Books","Childrens-Books","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30604","Amazon_15492","0.9999999999999999",,"Othello","Othello","Othello","Othello","1.0","1.0","William Shakespeare","William Shakespeare","William Shakespeare","William Shakespeare","1.0","1.0","Drama","Drama","Drama","Drama","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_6208","Amazon_15159","0.0",,"The Traveling Vampire Show","The Trials of Apollo, Book One: The Hidden Oracle","The Traveling Vampire Show","The Trials of Apollo, Book One: The Hidden Oracle","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38110","Amazon_4761","0.0",,"The Farm","The Family Book","The Farm","The Family Book","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36793","Amazon_2640","0.0",,"The Rebel","The Rest is Noise","The Rebel","The Rest is Noise","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32200","Amazon_4894","0.6",,"The End","The Enemy","The End","The Enemy","1.0","1.0","","","","","0.0","0.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_12033","Amazon_2593","0.09999999999999999",,"The Complete Poems","The Complete Guide to Mid-Range Glazes","The Complete Poems","The Complete Guide to Mid-Range Glazes","0.0","0.0","John Wilmot","John Britt","John Wilmot","John Britt","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1947","Amazon_17807","0.1",,"The Star Beast (Heinlein's Juveniles, #8)","The Strange Case of Dr. Jekyll and Mr. Hyde","The Star Beast (Heinlein's Juveniles, #8)","The Strange Case of Dr. Jekyll and Mr. Hyde","0.0","0.0","Robert A. Heinlein","Robert Louis Stevenson","Robert A. Heinlein","Robert Louis Stevenson","0.2","0.0","Science Fiction","Science-Fiction","Science Fiction","Science-Fiction","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_16441","Amazon_2707","0.8999999999999999",,"I'm with the Band: Confessions of a Groupie","I'm with the Band","I'm with the Band: Confessions of a Groupie","I'm with the Band","1.0","1.0","Pamela Des Barres","Pamela Des Barres","Pamela Des Barres","Pamela Des Barres","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_35090","Amazon_7178","0.9999999999999999",,"Finders Keepers","Finders Keepers","Finders Keepers","Finders Keepers","1.0","1.0","Stephen King","Stephen King","Stephen King","Stephen King","1.0","1.0","Thriller","Thriller","Thriller","Thriller","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_14177","Amazon_17018","0.0",,"The Shockwave Rider","The Ship of Brides","The Shockwave Rider","The Ship of Brides","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37206","Amazon_7190","0.9999999999999999",,"Strangers on a Train","Strangers On A Train","Strangers on a Train","Strangers On A Train","1.0","1.0","Patricia Highsmith","Patricia Highsmith","Patricia Highsmith","Patricia Highsmith","1.0","1.0","Thriller","Thriller","Thriller","Thriller","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_19196","Amazon_19319","0.0",,"Astrologica: Stories of the Zodiac","Astrology Reading Cards","Astrologica: Stories of the Zodiac","Astrology Reading Cards","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_35141","Amazon_6653","0.8999999999999999",,"The Artist's Way: A Spiritual Path to Higher Creativity","The Artist's Way for Retirement","The Artist's Way: A Spiritual Path to Higher Creativity","The Artist's Way for Retirement","1.0","1.0","Julia Cameron","Julia Cameron","Julia Cameron","Julia Cameron","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13866","Amazon_11605","0.0",,"The Love Letters of Abelard and Lily","The Looming Tower","The Love Letters of Abelard and Lily","The Looming Tower","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_24932","Amazon_7284","0.0",,"The Painter's Daughter","The Passage Trilogy 2. The Twelve","The Painter's Daughter","The Passage Trilogy 2. The Twelve","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_22850","Amazon_4108","0.9999999999999999",,"The Leadership Challenge","The Leadership Challenge","The Leadership Challenge","The Leadership Challenge","1.0","1.0","James M. Kouzes","James M. Kouzes","James M. Kouzes","James M. Kouzes","1.0","1.0","Business","Business","Business","Business","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_27761","Amazon_3601","0.0",,"The Hatbox Letters","The Hard Thing About Hard Things","The Hatbox Letters","The Hard Thing About Hard Things","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23384","Amazon_13771","0.6",,"The Little Book of Talent: 52 Tips for Improving Your Skills","The Little Book Of Wisdom","The Little Book of Talent: 52 Tips for Improving Your Skills","The Little Book Of Wisdom","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30731","Amazon_1418","0.9999999999999999",,"The Origin of Species","The Origin Of Species","The Origin of Species","The Origin Of Species","1.0","1.0","Charles Darwin","Charles Darwin","Charles Darwin","Charles Darwin","1.0","1.0","Science","Science","Science","Science","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32524","Amazon_4467","0.3",,"Harry Potter Collection","Harry Potter and the Philosopher's Stone - Ravenclaw Edition","Harry Potter Collection","Harry Potter and the Philosopher's Stone - Ravenclaw Edition","0.0","0.0","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","1.0","1.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_16364","Amazon_10535","0.3",,"Yotsuba&!, Vol. 9","Yotsuba&!, Vol. 2","Yotsuba&!, Vol. 9","Yotsuba&!, Vol. 2","0.0","0.0","Kiyohiko Azuma","Kiyohiko Azuma","Kiyohiko Azuma","Kiyohiko Azuma","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1754","Amazon_15929","0.0",,"How to Say Goodbye in Robot","How to Draw Portraits in Charcoal","How to Say Goodbye in Robot","How to Draw Portraits in Charcoal","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1398","Amazon_16405","0.0",,"Letters to Milena","Letters to the Church","Letters to Milena","Letters to the Church","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30730","Amazon_4401","0.3",,"Harry Potter Series Box Set","Harry Potter and the Philosopher's Stone","Harry Potter Series Box Set","Harry Potter and the Philosopher's Stone","0.0","0.0","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_6514","Amazon_13503","0.0",,"The Undrowned Child","The Untethered Soul","The Undrowned Child","The Untethered Soul","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_35580","Amazon_17324","0.4",,"The Darkest Pleasure","The Darkest Whisper","The Darkest Pleasure","The Darkest Whisper","0.0","0.0","Gena Showalter","Gena Showalter","Gena Showalter","Gena Showalter","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_14983","Amazon_1998","0.3",,"Avatar Volume 4: The Last Airbender","Avatar: The Last Airbender# The Promise Part 1","Avatar Volume 4: The Last Airbender","Avatar: The Last Airbender# The Promise Part 1","0.0","0.0","Michael Dante DiMartino","Michael Dante DiMartino","Michael Dante DiMartino","Michael Dante DiMartino","1.0","1.0","Sequential Art-Manga","Art","Sequential Art-Manga","Art","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30414","Amazon_5260","0.8999999999999999",,"Charlotte's Web","Charlotte's Web","Charlotte's Web","Charlotte's Web","1.0","1.0","E.B. White","E B White","E.B. White","E B White","1.0","1.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36999","Amazon_17501","0.9999999999999999",,"Branded by Fire","Branded by Fire","Branded by Fire","Branded by Fire","1.0","1.0","Nalini Singh","Nalini Singh","Nalini Singh","Nalini Singh","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
