"Blocking Key Value","Frequency"
"GOBLYO,BETHBA,WAFOME,BETHSC,NOTIFO,10DA,FOFO,SULI,THSLBE,WADIWI,SUSH,FOTR,NOTITO,THDAGI,18,THDAAN,EP,TOTHFA,IB,IG,CHBOAN,SEFOA,ONTWTH,THSNAN,BEAL,BEDA,THFIME,BEQU,MEST,MEMEAT,FRKI,THHOBI,THFIDE,THSHMA,THUNRE,THFAWO,TIANCH,THUNIN,THUNHE,MYBRKE,WHTHRI,WHTHMU,DOBO,DODA,FUMO,SEOFMI,DOHE,SEOFPO,THHIWI,DOLEGO,BIRE,MIPI,ADRIN,ONNIWI,THSUCL,HAALI,HIANTH,THFOSE,BLDR,THFOKI,THFOHU,BLMI,BLSH,BLWA,ABOTO,TABL,THFRLI,TAME,THMESI,THBEST,THBEON,THBEDA,THSWTH,THSPWH,MOCO,KIDO,BOTR,ELFIDE,ALTHDA,HODOYO,THDELA,THDELO,THDERI,THDECA,RAINTH,THDEHO,THDEAR,THDEAL,THDEAD,LILOAN,THMASI,THSTCR,THMAPU,BRDR,THMAHU,BYTHLI,MACOTH,SHOFST,THBLKN,RAST,RAWI,THES,THDRCH,THOR,BRATTI,THOV,TEISTH,DEKUDE,TIEY,SOTOTA,TH7HA,ONUPAN,GEBE,REBL,REDA,REPO,BOMEGI,RESH,IMBADE,THVAPR,CIANTH,ILWI,THMIBE,PADR,AGIGU,HAPOY,PAIN,MAANME,THBISL,THDOWI,THMIWO,THBIMA,MAANCO,MASEOF,KIANTE,RIII,SETOTH,RIST,THTHOP,ANHOOF,THGATO,PEDE,ANAHI,PEMA,PERO,THTHRE,TRBL,THTHWE,TRLI,ACOFFA,THMOGO,THMOFI,THMODI,THBODA,CAPR,CARE,WEOFCH,PHFI,DROFWI,ATWOF,GOBO,ROBL,RORE,PIPE,GOWI,PIPO,COONTH,THBRSI,THBRCO,IHETH,BEHEAN,ANAROF,THRIMA,TWFOTH,THRIBE,LETOTH,THRIHA,GRHO,TOANTH,GRSE,COSTOF,LASEDE,THPEPR,LARO,LATH,LEPENI,CHMO,CHPA,HOCAI,RUBL,THIRTR,TWUPA,ANUNWO,NIGA,ACLOF,THREMO,THRECA,THGECO,THREGR,DATOLO,THRETR,LEGO,STONTH,THPAHO,LERI,WEWI,DRATNE,PRDI,AFMI,ACOGU,ACODA,THPATO,THINBO,THINAN,THGRGE,ITNOAB,THGRGU,DIPROF,THPRA,WHHE,THNEAL,WHNO,MITHMA,COBE,COHA,WIDR,COLA,LIHE,THGRMO,NOME,WIKI,LIMO,DEMAWA,THWAPR,NELOA,THWABE,THWAIT,PEONTH,THCHSW,DABYDA,THENWO,THCHHO,THCAGU,THCAKI,CRLA,ALIN,THCABO,THCABE,AWOWI,THGOAP,INTHEY,INTHFI,SAAN,HADA,HAEN,THCAWI,INTHSK,HAFO,HALO,HAPA,SASE,THGOWA,SATH,SAWI,HAYO,ANLI,ANPO,PIATTH,THGOKE,ANWO,LOBI,LODA,LOME,SCFE,LOWA,SCMA,MEARFR,ONTHST,ONTHNI,ONTHCO,THCOIS,HECO,SEGL,HEGA,SENA,ANACOF,THWITO,THLIYO,THWIPE,AJOTO,LELIDA,FAIN,UNIN,SHDE,ATRI,DEHEDE,WIOFFI,THACOF,THGUTO,SHPL,SHSE,SHSO,MRJEAN,GHOFTH,WHILO,THPRBO,HEINTH,SLBE,SLDO,LITOTE,EDOFTH,THSEJO,DANI,DARI,THULGU,JUEL,HOEN,FIED,HOPU,HOSH,ADEOF,SEHOTH,FIWO,SPBR,HOTOME,THALFA,THAMOF,ASTNA,ASTCA,DERU,DETA,ANINAM,BLANBL,THANST,THANGA,REANTH,THLOTH,MAAN,BACH,DITHMO,MADO,THWOLA,LUINTH,MALA,BAMO,STAN,MANO,THLODR,IKNTH,THLODI,MATI,AFOOF","12"
"LA","2541"
"JE","624"
"QUOFTH","186"
"THUSBO,SUST,THHOWI,THUNMI,THSICL,WHTHBU,DAWIA,DERUDE,DOCL,ANTHAN,SOKIOF,THSTMO,ORSI,THMETH,BOCO,ALTHWA,WIFOA,TOBYAN,TEMEA,LAPIDE,BRCH,REOFSU,RISCBE,SETHDA,THOD,APATO,REDE,RECO,IFYOLI,L'DEL',ACATO,TIOUOF,THKIGA,ONFLOV,CALA,THBRTH,THBRKA,ALCAA,THPEST,ONHUYE,POFRTH,NIPR,LUOFTH,THTWOF,COCH,NOBO,THCHCA,SEYOLA,THCATA,THISMY,MRPOAN,THSOA,CAONTH,ELPEDE,ASEFO,CAMEIF,WHDOI,THCIHO,HIST,AHOOF,THSEPR,THFAFA,HOTOIN,DEDR,ASTFO,LAVIES,ADIKI","11"
"THJOOF","2520"
"STOFTH","620"
"CROFTH,ACHCA,HOTOLI","185"
"BETHCO,BETHCR,STSH,BETHDR,KAKAHI,FOMAPL,BETHIN,WITHWA,FOFI,DICO,FOME,SATOTH,DIRE,DÃ,NY,MEFRTH,SWPO,DAOFRE,HOTHDR,THHOTR,FRCH,BOTODI,THFICR,THHOHE,CAUNAN,THUNSO,THSHDA,LOOJDE,VAAC,IMSCDE,THJOTO,GRFATA,THSHWI,PRTOKE,ABIOF,DODO,MIBA,PRINLO,SEOFLO,BIHA,MIKI,THSKTH,BITR,MITR,THFOAG,THFODI,THSTWI,PLFOKE,ICATH,WEARAL,COTOCO,THDITO,BLBR,THDILA,THDIPR,BLLO,AMORE,AKIFR,AKIBE,OUOFRE,ALINMY,THFRGA,INLOWI,ALTHRE,MOBE,BOBR,MODE,ALTHWO,MOFL,ALTHKI,MOLO,BOLA,MOLA,ALTHBE,VILI,MORO,MOTI,KIRO,THDESI,THDEZO,THDEWO,THDECH,THDEIS,THDEHA,THDEHE,LOWIA,FEANTR,LIANIN,TETR,THSTHA,THBAKI,THMAME,THMALI,THBABR,THBAAN,THMAAD,MALIMA,BRJODI,SHOFDE,RARO,THBLAN,HEOFFI,LILOFA,THAI,ONWRWE,REFRWI,THNU,THBLPE,DEINAM,THTAMR,RELI,TRORDA,REWO,MYMI,THMIGA,MYRI,THBIDO,THDOAN,CRDEUN,THQUCO,THDODA,PACA,PAMO,PAPO,TETHI,THMITA,THBIKI,THBIPA,THDOST,20YEOF,BOOFSH,TORO,ELCUDE,BRFOA,NELEME,BOOFEV,PECO,JUASI,THTICO,HEATTH,ACAFO,THBUCO,THTHTW,TRCH,TRBE,TRCA,TRWI,LETHAN,THCAA,MUFOCH,THKIKI,CAAN,CACL,CACH,THVIDI,AROWI,DROFMY,TRTHAR,SAALAR,THKIWH,THVIVI,ONOFOU,THMOTH,WHYODO,GOST,ROWA,THDEA,FOWATO,PATHRE,LIOFDE,THTEMA,THRITH,THGITR,ACHCH,AWATO,RIOFSP,VOFRTH,THTOMO,GRGR,ELCO,AWAAC,GRMO,ANIIN,CRANAL,ACHLI,ANUNLI,ONFOIN,THEFOF,CHVE,ACCR,THREHA,LECADE,DATOKN,RETOPA,HITIIN,CRYOOW,LECO,FAANFU,LELI,THPALA,NELOBA,PRPR,PRTH,PRSO,LEITTO,COOFHO,AWIFO,ALIBI,LAJODE,BEANTI,LOWAHO,MAOFHO,THINCA,THGRKI,ITNOEA,THNETO,ETFR,JAUN,AUDIDE,THNELI,ITNOTH,THTYOF,WHWI,MAFOBE,THGRTA,THGRTH,WIBL,SNFAON,WIDE,WIFA,LIIN,NONO,WIHU,LIRE,THCHCH,LISU,WITI,THWAMA,THLAME,THLASI,THLAPI,EVLU,THWAFA,THLAEM,THLAEN,LEENDE,THWABA,FETHFE,THPOEX,THCHMO,THCHFA,THCAQU,THCAHO,THCAHI,THCAMA,EXUN,ALMA,CAANO,IMINDE,ALPE,THRODA,THROBA,THGOAN,TIINTH,INTHAI,AWOLI,LAFIDE,SABL,HACH,POTHSE,AWOAT,ACUFO,HAIN,HATR,SARE,ANEV,LECLDE,THGOTO,THGOTI,THRORE,WIATHE,THGOFA,KIMESO,PROFDR,LOBR,WOFA,ASECH,LOLU,LOMA,TIENFO,THWHDR,LAMAIN,KEITSI,THCOBL,THCOFR,HEBA,HESE,UNTHSK,GOTOFA,THCOSI,THWIPA,THJEAN,ELPADE,FAHO,LOANDE,FAVO,CHBYTH,SHGL,THPOWA,FIANHE,SHLO,SHTR,THWEAN,SIHO,SILI,HITA,SITR,SIWI,CAFOTH,THPRCA,THPRHE,THPRGU,HETOBE,QUOFHE,THCLMA,EDOFDA,MATHAR,SOOFSU,CHTHDA,DAMO,DALU,DALO,JUFR,FAINLO,HOFA,HOFI,JUPA,AKANTH,FILO,FIWIFI,FITO,SPCO,SPIN,THALPR,DECOFO,ANINOF,DEDO,THSACH,ELVIDE,ASTAT,CRTHTH,DEPR,DETR,DETI,ANECIN,THANCH,STOFA,REANRE,MABE,MACR,THLOGI,BAPR,STDA,SPANO,STGL","10"
"THMA","2508"
"THCOWO","615"
"THMAAN,THIM","184"
"STTH,FRANTO,WENOMO,FOFA,FOPE,THDAHA,WHMYLO,TS,THDAWE,LOOFMI,TIANTI,CAANOT,GRSHWO,THUNHA,LOFOTH,FIGOTO,THSISO,LEFIDE,THSISE,DRINTH,MIAL,MIHA,BIMA,ABLOF,THFOBO,THSUKN,DRCH,TH12DA,EAOFED,NOTORU,TABA,CIOFDE,THFRGO,WHGOWA,THBERE,THBELI,THBEBA,LATRTO,WHISGO,ALTHWI,ALTHST,ALTHTR,THSPPR,THDEKI,THDEEN,THDEBO,YODOHA,MOTHYO,YODOKN,ONANFU,COINDE,FRGRTO,TEPR,THBAST,THSTAR,THSTAS,THMACU,MRMI,WOOFWO,SHOFBL,HEOFST,TOGRAN,THDRSE,THKA,THON,FASTTH,BUMA,THDRWA,TITO,RELO,BEOFFR,THFRTH,GEWA,HILABO,HOOFSH,ARIOF,THDOCO,IFWIWE,INCI,BEOFRO,INPA,INPI,THBITH,LUANTH,THRACH,TOPR,TOCLTO,TITASO,IHATO,THAGL,THVOOU,IAMMO,THBOMA,CADR,THOUOF,CAHO,CAMA,PHRI,THMOWA,GOFO,GOHA,GOPO,RORI,STOFLI,WHYOWE,LEPADE,THBRTO,THDIA,INFRTH,DIHEVO,THRIKI,ALARE,VEOFTH,LETOLE,LETOLO,THTOCO,RISTEU,ACHIN,LAGI,LALO,PAINCR,LAPE,ANITO,BEISA,CHEN,CHFA,THISAL,CHPR,CHSO,CHWE,ATTHED,THREDY,KISOMI,SIONTH,THRESH,BLFRTH,THGEWA,WILOFR,LEMA,PRBO,PRMO,NIINTH,BEANBR,THINPL,MAOFDE,JAJO,THGRGI,THNEPE,THNEIN,ALIRE,COFA,LIBI,WIBE,THGRRE,WIME,WILI,LIMA,THLATO,WIRO,THLANI,THLAOR,THEMST,THWAGA,BECRCO,CAAFA,THENLA,FOMYLO,THNAFA,CRHO,EXME,THNACI,THGOBA,GRTAOF,HAHA,SAJO,SAPE,ANHO,ALFADO,THGOGO,PROFFO,LOAN,BAOFBR,LOPR,PROFLI,ONTHTR,STINTI,THLIFA,THWIDI,SEHI,SEME,NETRA,HESO,UNTHNE,UNTHSE,HEWA,THLIWI,COHEFA,FAFO,NOONTH,SHCO,THPOLI,TRWICH,BECAWH,SISC,WHINA,ASLOF,LIINAU,ASLLI,TOOFDA,THCLTR,LITOYO,HAANGR,CIDUFR,MATHMA,LITOLI,DIINDE,THLOWE,ONTRTH,LABIDE,THHEBO,SMPE,CRMYHE,LOATLA,MRJETA,HIDEUN,FATOFA,ASOFTH,THHEPO,THSESU,SOCH,FIFI,FILIPE,STINA,FIHO,HORU,REWIRA,HOTOHE,SPWA,FOBEOR,HOTOCA,FOBEFO,AMAWI,AMATO,DESP,FRHETO,THANMA,BLANTH,THSATR,RAONTH,MADR,BAGI,MAWO","9"
"THMAWH","2457"
"AGAOF","611"
"THWATH","182"
"KI","2444"
"THMI","608"
"REOFTH","2400"
"STOV,STSI,SESTOF,BETHBI,CLWIA,FATHMU,WITHRI,WADIMI,FOBO,FOFR,BETHWA,BETHWI,BETHWH,FOLA,SURE,DIIM,FOST,FORO,FOSE,VEGOLI,THDADA,DIVE,THDAHI,THSMHO,TROFFA,LÃ,BEDE,THFIVI,BEHU,MEFRAN,BEME,MEMO,BEMU,BEPL,BESA,THHOWH,THFIGU,THHOOR,CHONTH,FRST,THUNTH,THSHNE,THUNTR,THUNSE,THSHTA,ABIIN,THUNWI,THSHGA,THUNLE,THHIQU,THSIPA,INCOBL,VAKI,THSILI,THHILA,PRTOTH,THSICO,THSIBO,THLUGI,WHTHGI,DIVEDE,LEFLDU,WHTHTR,WHTHTO,MIAN,BRMETH,MICR,DOJU,FUSH,DOQU,MIMO,DOSA,MIPA,MIRI,THFEFA,THFOCH,THFOFI,THSUBE,COTOTH,DRBL,BLDO,BLHI,BLKI,BEKESE,THSUTR,BLPR,BLST,MOTHME,THSWPO,AMOOF,CIOFLO,CIOFSH,INLOAN,BLELSP,WHGOWI,WHGOWH,TARO,DIONME,THBEWE,THMEWH,THFRBO,THBEMY,QUTHTH,THMEDE,REWIA,ELHOQU,CHOFFL,CHOFFI,MOCA,BOHA,MOSP,MOSI,MORE,TRFOTH,THDETH,THDEWI,ABRTO,THDELI,THDERO,THDEFI,THDECU,10YEOF,THDEGI,DEGIDO,LATRDE,COINCO,MUANTH,THOFHE,NAANTH,TEME,THSTGI,THSTDO,THMAPL,BRBO,MRDA,THMAUN,THSTHO,THBALA,BRGI,BRIN,THMAPA,FLFRTH,BRLE,THBADE,THMAAT,BRPR,THBAGU,BRSH,BRUN,THMADE,ARAOF,CRFRTH,MOINHI,RABO,RADR,FLFOAL,THDRTH,THVEPR,THID,TIDE,THBLWA,TIPR,WHLETH,FOANTH,COTHSP,CLENOF,DEBYTH,BRUPTH,ANOFDA,RELE,HATHSP,ARWETH,REPR,RERA,THONGO,ILCA,THVALE,SUANSP,MYLI,THBIFO,HOOFSA,EAGI,FOWHTH,INCH,PAUN,INHA,IWIBE,THBILI,THDOTH,THRAGO,RIBO,THRAED,THTHPR,STFOSU,THTHBO,THRATR,THGATH,THRAQU,THRAWA,ALQUON,HUINTH,THAWI,WHANFE,TRHA,BIOFA,THKIHO,THBOSU,THKIDA,THVIBR,MYLIAN,CASI,CASE,APILO,NATO,CAWI,FRTHCO,NEYODE,KIHEIV,TUDI,GODO,THMOTO,GOCA,RODR,ROHO,GOMA,AGROF,WHYOBE,EVANTH,WHPUTH,GOTO,GAOFSH,GAOFST,WHCOTH,LAEXTO,THBRWI,THBRMA,PATHWI,STOFST,IWII,THRIST,HOATTH,TWSH,NECO,NEEV,THGOA,THTOTH,THGION,CRANTH,GRCA,THGIHO,HEANEA,ELBA,ELCA,ELST,DEFRTH,THPEIN,WAHO,LAMO,LARI,LAVI,CHCO,CHDA,ACIOF,HOHEAN,CHTH,CHTO,TOSEYO,ATTHMO,THTRTR,POBL,THGLCA,SHTHMO,THTRGA,GUPL,ATTHBA,RUSC,RUWI,NITR,THREHO,THGEGU,NIWO,LAFOA,BEANAF,WHSHLE,WIANLO,EVCOGE,THILMU,LETRDE,TAOFNE,LEBO,LEGOOF,THEAHA,LEMO,CATHCO,THPADR,DEASA,ASTIGO,HOHAAN,PRSC,THGHRO,ACOWI,DICONA,ACOKI,ACOMI,ALICO,BEANTA,MAOFFA,THPAWI,THINDI,THGRFI,THYEWI,DEFLDE,THNEWI,THGRDA,GOEMOF,THGRHO,THGRGR,THNEPO,THCEPR,ALHIPR,THNECA,THNEBE,WHNI,WHWA,SOANSE,COAL,COBO,NODA,COEN,WICO,LIDA,LIBE,NOHO,LIBR,COKI,LIGI,THGRLE,THGRSC,THLAWH,WIRA,LISO,THWAKI,MYFAAN,THREA,THLAPO,THLAFA,THLADO,THLAGR,THWAAG,THPODI,THPODO,THRUPR,FRBETO,KETOTH,THCHSC,THCHSE,FISMST,THNAST,THNASU,CRDR,THCAGH,ALBA,DIABDE,ALHO,THNADI,RIBEIT,THGODO,THGOEA,AWOIN,AMGO,ALARTH,ISTHA,NOMALA,HACA,BRTOTE,SAGA,AMST,HAHE,INTHWH,HALA,HALI,THVIA,SAST,ANBO,ABANTH,ANGH,ANPA,THRORO,THGOHO,THGOIN,DABUDE,THTWCA,THTWCH,AHEFU,SCBR,JIPE,SCLI,PETHST,ONTHBE,CAMEHO,THLIDI,THWIBI,THWIIS,THCOCR,AFAIN,YOARNO,THCOGR,THWHWO,AFTHRA,THWHLI,ARCO,UNTHSU,THEVWE,GOTOBE,BYANOT,THWITH,THWISW,THLIST,ASHGU,WASCGE,LOANWA,FACH,UNTHBA,FANO,FAPL,FARE,FATO,FAVI,FAUN,UNBA,FAWA,FAWO,TRNOON,HOWIA,SHED,SHFI,SHMI,ALYONE,ZEATTH,JOAN,SIDR,HIDE,SIFA,HIRI,BAATTH,SIRE,THPRLA,CADIOF,THPRPL,THWEWI,THWEDR,THWEIN,THWEGA,POINSE,ADAPL,TRCRST,FEFA,QUOFSO,IMLADE,THPRWO,MAKNRA,HEINHE,MATHBE,SLRI,THSEMI,THHEMA,TEMETH,MOOFPE,LIINMY,THSECR,DALE,LOATME,AFIIN,DARO,DAWA,THULHI,THARTH,THWRGU,THSEPA,THSETO,SODI,THFAGU,FICL,THFAFR,THFAFL,HOHO,FIPE,HOTR,FIQU,COCOFA,DEANDI,THCRSH,MEOFMI,THCRWO,MOBEYO,THCRLI,THCRAN,DECOAS,DEAI,DEBA,DECU,DECE,DEER,DEFR,DEHO,THAMCO,DELO,LECYDE,THAMBO,DETH,DEVE,FLST,IFTHIS,THANLE,WIFRTH,THSATH,THSASH,ALABLO,THSAGR,THHAGA,THLOPA,THLOSA,THLOSI,MADA,MAGA,THLOHO,BAFO,THLOGA,THLOGE,BAIS,THLOME,MALE,THCUFO,BLHADO,ENOFDA,MAPL,STFR,STGA,BATO,MARI,THLOCI,THLOCH,MARO,MAVO,STLO,LESIDE","8"
"OM,THPE,THSC,ALIIN,DESO,MAMO","180"
"BETHHO,CUDELA,ANTHSH,FOBR,FOEN,BETHWO,SUMO,DILO,MEFOTH,DIWE,THDAAW,MYTEIS,TOTHLA,DOWHYO,EY,THDAWA,DOYOTA,OVSEUN,BEPR,BESU,THSOMY,BEVI,THFIEN,THFIEA,TOTHWI,FRPA,THJUOF,THHOHA,BLLIME,THSHNO,THSHRE,OLTW,HEIST,NOAPE,THHISE,GEMAME,THSIGU,SEDESI,WHTHFA,THAWAN,FUCI,DOBL,WHTHRO,SEOFEV,MIRO,THSUIN,ELMADE,THFOHA,INAHE,INAPI,LIAPE,THSTSH,THFOSA,BLCH,DRHO,THDIPA,BLJU,THDIFR,INHAWA,MOTHFR,BOOFA,OUOFNO,ELDEDE,THBEWI,THBEJA,OTWO,LIALEV,BOBA,INEPR,BOLI,MORU,REDICO,LEMEDE,FAONYO,ROFOMA,LIANLE,HEFOHI,BYTHSH,LARODE,TELI,THMATA,THSTDE,BRCO,BRBR,THBAIN,MRVE,NOWAOU,WATHDE,RAPA,THBLFL,THDRRE,THDRIN,THBLBE,SHSTOF,BUBR,BEFRAN,TRWIA,TIRE,SOTOBE,DETHST,REBA,GEGA,REEN,AL19VO,REIN,REMI,RERE,MIOFCH,MYENMY,THMIBO,THMIDO,HOOFGL,AGIFR,IFYOWE,MAWOAN,ARYOMY,RAACOF,OUMUFR,THKNAN,BOOFMA,ELAMEN,THBUST,THTIFO,INTOA,PEIN,DEMRHE,THMUCA,IRFO,TRGR,AROIN,TOYOSC,THKIGO,THMORE,THMOPR,CAME,NOSAPL,FRTHAS,ATWIN,GO:A,TUEV,CEOFTH,THKIST,GOPA,PIPI,WHYOLO,WHNOTO,CIWIRO,ELCONO,UNJOFO,ACHGA,ACHBR,LETOFL,AWAOF,HEANSO,WROFTH,HOANO,ACHIS,THPETA,WAGA,THPEMA,THPEKI,LATR,CHGI,CHMA,ONHUWA,THTRIS,POPO,ACLOR,NIMO,SUOFMY,GOPRFO,THILMA,THILOF,CISFO,THPAGI,PRLI,DOONTH,ALINE,COOFCO,WIALMY,LOWATO,OZOFOZ,WHARWE,THINST,MAAGI,THMOA,NUTHST,THGRCR,THELCO,THTWWI,THNEJO,WHME,IFIWE,LIHO,THGRPH,LIPE,THLAVI,THENCA,WISU,THLASH,PRSOAN,THWACH,THLACL,ACRFO,THWAGO,LADAOF,THRUJU,THRUIN,THRUFO,FIDAIN,THCHSH,THENWI,GERIOF,THCAFA,CRIN,ALFA,MYUTFO,ASAMA,DRANTH,STKITH,STOUOF,SACR,SALA,SASP,GOISIN,OSANLU,THROMA,ASEPE,PROFDA,BAOFPO,AGTHWI,UPFRSL,OFHUBO,ONTHBR,THWIDO,ANABOF,THCOLE,THLIDR,IBEIN,THWIBL,THWIHO,THLIGA,ROWIA,THCODR,THCOBI,LAOFLI,HEDE,SEMO,SEPE,THWHMA,PACLHA,WAANOT,BRINAR,UNTHIN,ASHIN,TODIIN,THCOWH,RITHRA,ROANRO,FAGA,LOSEAN,ALWITH,UNAL,UNEX,THNIWA,UNPR,UNSE,FIANFO,ANROAT,THNIIS,TUINTH,SIEF,HIHE,HIMA,HIPL,SISA,THEPOF,ASFOTR,CAOFCU,WHDIYO,WHDITH,MUINME,THWECA,GUWORE,HEINAT,LIGILO,JOOFA,THWOWA,THSCPI,THSEBO,JUCH,FIBL,SOHA,FIDI,SOMO,HOPR,SOSE,FICOLO,ELTEDE,DEANBU,THCRIN,HOTOGR,FEOFFL,HOTOLE,SKTHLI,DECL,THSACO,THHACA,DEEV,DEGO,WHMOMY,THEYWE,DEMI,THAMHO,ANININ,AMAIN,THHAWO,ELVEDE,THANAL,THHAIS,THLORA,BABR,BACR,TATOTH,MAHE,LABODE,BAME,BALO,THWODE,MASP,DOANSO,BAST,DEWITH,MABYTH","7"
"THDROF","600"
"WR,ABRHI,LETOA,THLOWA","176"
