"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorLevenshtein record1Value","[0] BookTitleComparatorLevenshtein record2Value","[0] BookTitleComparatorLevenshtein record1PreprocessedValue","[0] BookTitleComparatorLevenshtein record2PreprocessedValue","[0] BookTitleComparatorLevenshtein similarity","[0] BookTitleComparatorLevenshtein postproccesedSimilarity","[1] BookAuthorComparatorTokenizingJaccard record1Value","[1] BookAuthorComparatorTokenizingJaccard record2Value","[1] BookAuthorComparatorTokenizingJaccard record1PreprocessedValue","[1] BookAuthorComparatorTokenizingJaccard record2PreprocessedValue","[1] BookAuthorComparatorTokenizingJaccard similarity","[1] BookAuthorComparatorTokenizingJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","Goodreads_books_14002","Covers_58671","0.21000000000000002",,"Breakdown","Brandherd.","Breakdown","Brandherd.","0.30000000000000004","0.30000000000000004","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_26931","Covers_130547","0.19999999999999998",,"Daring","Dai-San","Daring","Dai-San","0.2857142857142857","0.2857142857142857","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_44460","Covers_145962","0.21000000000000002",,"Matterhorn","Masquerade","Matterhorn","Masquerade","0.30000000000000004","0.30000000000000004","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23288","Covers_261628","0.16419753086419756",,"The Art of Neil Gaiman","The Art of the Personal Essay: An Anthology from the Classical Era to the Present","The Art of Neil Gaiman","The Art of the Personal Essay: An Anthology from the Classical Era to the Present","0.23456790123456794","0.23456790123456794","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_24989","Covers_71992","0.26249999999999996",,"Hostage","Homeward","Hostage","Homeward","0.375","0.375","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_43016","Covers_114793","0.23333333333333334",,"Stargazer","Standoff","Stargazer","Standoff","0.33333333333333337","0.33333333333333337","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_6989","Covers_163344","0.21212121212121207",,"The Cookbook of Everlasting Love: Sex on a Plate: Food as Foreplay","The Coming of Shadows (Babylon 5, No 2)","The Cookbook of Everlasting Love: Sex on a Plate: Food as Foreplay","The Coming of Shadows (Babylon 5, No 2)","0.303030303030303","0.303030303030303","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_29153","Covers_193935","0.23333333333333334",,"It's the Little Things","It's the Little Things: An Appreciation of Life's Simple Pleasures","It's the Little Things","It's the Little Things: An Appreciation of Life's Simple Pleasures","0.33333333333333337","0.33333333333333337","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1017","Covers_15654","0.21000000000000002",,"Conspiracy","Colline","Conspiracy","Colline","0.30000000000000004","0.30000000000000004","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23756","Covers_180976","0.26249999999999996",,"Maneater","Magritte","Maneater","Magritte","0.375","0.375","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30376","Covers_159531","0.175",,"Manalive","Masques","Manalive","Masques","0.25","0.25","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31623","Covers_6450","0.3888888888888889",,"Traplines","Triple","Traplines","Triple","0.5555555555555556","0.5555555555555556","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37736","Covers_150622","0.23799999999999996",,"The Master of Ballantrae","The Master of Disguise : My Secret Life in the CIA","The Master of Ballantrae","The Master of Disguise : My Secret Life in the CIA","0.33999999999999997","0.33999999999999997","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33541","Covers_201309","0.26249999999999996",,"Ravenous","Rauken.","Ravenous","Rauken.","0.375","0.375","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8489","Covers_185007","0.23333333333333334",,"Madame","Malefices","Madame","Malefices","0.33333333333333337","0.33333333333333337","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_14086","Covers_104447","0.175",,"Wildlife","Wish","Wildlife","Wish","0.25","0.25","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_20","Covers_15071","0.19999999999999998",,"Silence","Signals","Silence","Signals","0.2857142857142857","0.2857142857142857","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_29751","Covers_40188","0.13999999999999996",,"Connecting","Cora","Connecting","Cora","0.19999999999999996","0.19999999999999996","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30224","Covers_112787","0.23333333333333334",,"Shadowcry","Shiloh","Shadowcry","Shiloh","0.33333333333333337","0.33333333333333337","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33003","Covers_692","0.12659574468085105",,"A Tale of Two Goblins","A Tally of Types: With Additions by Several Hands ; And With a New Introduction by Mike Parker","A Tale of Two Goblins","A Tally of Types: With Additions by Several Hands ; And With a New Introduction by Mike Parker","0.18085106382978722","0.18085106382978722","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11328","Covers_37962","0.362962962962963",,"The Principle of Leadership","The Price of Salt","The Principle of Leadership","The Price of Salt","0.5185185185185186","0.5185185185185186","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13174","Covers_65435","0.40833333333333327",,"Reckoning","Reawakenings","Reckoning","Reawakenings","0.5833333333333333","0.5833333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_19241","Covers_237118","0.3",,"Craving","Crime","Craving","Crime","0.4285714285714286","0.4285714285714286","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_22207","Covers_48398","0.5",,"Waiting","Waking","Waiting","Waking","0.7142857142857143","0.7142857142857143","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_45744","Covers_186104","0.3",,"Perfect","PERL","Perfect","PERL","0.4285714285714286","0.4285714285714286","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30565","Covers_265259","0.2896551724137931",,"Jane and the Man of the Cloth","Jason and the Baseball Bear","Jane and the Man of the Cloth","Jason and the Baseball Bear","0.4137931034482759","0.4137931034482759","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23299","Covers_247889","0.175",,"Fighter","Fireship","Fighter","Fireship","0.25","0.25","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5584","Covers_92868","0.3181818181818182",,"Daughter of the Flames","Dark of the Moon","Daughter of the Flames","Dark of the Moon","0.4545454545454546","0.4545454545454546","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_22988","Covers_138014","0.8",,"Walt Disney Pictures Presents the Prince and the Pauper","Walt Disney Pictures Presents: The Prince and the Pauper (Little Golden Book)","Walt Disney Pictures Presents the Prince and the Pauper","Walt Disney Pictures Presents: The Prince and the Pauper (Little Golden Book)","0.7142857142857143","0.7142857142857143","Fran Manushkin","Fran Manushkin","Fran Manushkin","Fran Manushkin","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_10150","Covers_251855","0.26923076923076916",,"Hamlet","Hammerklavier","Hamlet","Hammerklavier","0.3846153846153846","0.3846153846153846","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13558","Covers_240756","0.22857142857142856",,"Out of the Box Regifted","Out of the Wilderness (Decide Your Own Adventure)","Out of the Box Regifted","Out of the Wilderness (Decide Your Own Adventure)","0.326530612244898","0.326530612244898","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_29033","Covers_118654","0.27999999999999997",,"Andorra","Antonietta","Andorra","Antonietta","0.4","0.4","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_19144","Covers_61825","0.2763157894736842",,"Diary of a Teenage Fairy Godmother","Diary of a Junior Year (Real Teens, 3)","Diary of a Teenage Fairy Godmother","Diary of a Junior Year (Real Teens, 3)","0.39473684210526316","0.39473684210526316","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_22896","Covers_25953","0.27999999999999997",,"Innocents","Indiscreet","Innocents","Indiscreet","0.4","0.4","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8457","Covers_69137","0.2375",,"The Book of Jerusha: Rising","The Book of the Courtesans: A Catalogue of Their Virtues","The Book of Jerusha: Rising","The Book of the Courtesans: A Catalogue of Their Virtues","0.3392857142857143","0.3392857142857143","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_47788","Covers_240628","0.21132075471698114",,"The Masque of the Red Death","The Masks of God: Occidental Mythology (Masks of God)","The Masque of the Red Death","The Masks of God: Occidental Mythology (Masks of God)","0.30188679245283023","0.30188679245283023","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_25653","Covers_148145","0.27999999999999997",,"Haven","HACKS","Haven","HACKS","0.4","0.4","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_2341","Covers_86728","0.42",,"Revan","Reap","Revan","Reap","0.6","0.6","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_9708","Covers_155520","0.0921052631578947",,"The Realm of You","The Return of the Shadow (The History of The Lord of the Rings, Part One) (The History of Middle-Earth - Volume 6)","The Realm of You","The Return of the Shadow (The History of The Lord of the Rings, Part One) (The History of Middle-Earth - Volume 6)","0.13157894736842102","0.13157894736842102","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31558","Covers_198320","0.3",,"Saia","Samurai","Saia","Samurai","0.4285714285714286","0.4285714285714286","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_46325","Covers_47019","0.12727272727272723",,"Intuition","Inseparable","Intuition","Inseparable","0.18181818181818177","0.18181818181818177","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3357","Covers_48271","0.22790697674418606",,"The Road to Avalon","The road to Kitty Hawk (The Epic of flight)","The Road to Avalon","The road to Kitty Hawk (The Epic of flight)","0.32558139534883723","0.32558139534883723","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_15201","Covers_86861","0.40833333333333327",,"The Sentinel","The Secret","The Sentinel","The Secret","0.5833333333333333","0.5833333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_2363","Covers_30731","0.13999999999999996",,"Redemption","Reflex","Redemption","Reflex","0.19999999999999996","0.19999999999999996","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_28961","Covers_148137","0.23333333333333334",,"Revenant","Rekindled","Revenant","Rekindled","0.33333333333333337","0.33333333333333337","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_46424","Covers_192981","0.16666666666666669",,"The Seeress of Kell","The Secret of Skeleton Island (Three Investigators (Paperback))","The Seeress of Kell","The Secret of Skeleton Island (Three Investigators (Paperback))","0.23809523809523814","0.23809523809523814","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_2278","Covers_196381","0.35",,"Pulang","Pulse","Pulang","Pulse","0.5","0.5","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_22099","Covers_93473","0.175",,"UnRidden","Undertow","UnRidden","Undertow","0.25","0.25","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_19086","Covers_1589","0.22037037037037033",,"Shadows of the Inferno","Shadow of the Hegemon (Ender Wiggins Saga (Paperback))","Shadows of the Inferno","Shadow of the Hegemon (Ender Wiggins Saga (Paperback))","0.31481481481481477","0.31481481481481477","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38814","Covers_248983","0.21428571428571427",,"The Melancholy of Haruhi Suzumiya, Vol. 3","The Merchant of Marvels and the Peddler of Dreams","The Melancholy of Haruhi Suzumiya, Vol. 3","The Merchant of Marvels and the Peddler of Dreams","0.30612244897959184","0.30612244897959184","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21220","Covers_153957","0.14933333333333335",,"The Book of Strange and Curious Legal Oddities: Pizza Police, Illicit Fishbowls, and Other Anomalies of Thelaw That Make Us Allu Nsuspecting Criminals","The Book of Gay &amp; Lesbian Quotations","The Book of Strange and Curious Legal Oddities: Pizza Police, Illicit Fishbowls, and Other Anomalies of Thelaw That Make Us Allu Nsuspecting Criminals","The Book of Gay &amp; Lesbian Quotations","0.21333333333333337","0.21333333333333337","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32757","Covers_97506","0.23333333333333334",,"Frost/Nixon","Frankenstein","Frost/Nixon","Frankenstein","0.33333333333333337","0.33333333333333337","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33527","Covers_144684","0.19215686274509805",,"The Courage of Sarah Noble","The Count of Monte Cristo (Modern Library Classics)","The Courage of Sarah Noble","The Count of Monte Cristo (Modern Library Classics)","0.27450980392156865","0.27450980392156865","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_46766","Covers_65043","0.15774647887323945",,"The Chronicles of Amber","The Children of Cthulhu : Chilling New Tales Inspired by H.P. Lovecraft","The Chronicles of Amber","The Children of Cthulhu : Chilling New Tales Inspired by H.P. Lovecraft","0.22535211267605637","0.22535211267605637","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_16083","Covers_3232","0.48461538461538456",,"The Arsonist","The Archivist","The Arsonist","The Archivist","0.6923076923076923","0.6923076923076923","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_46099","Covers_65805","0.21000000000000002",,"Revived","Rendezvous","Revived","Rendezvous","0.30000000000000004","0.30000000000000004","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32410","Covers_79076","0.21875",,"Elphame's Choice","El Chaman","Elphame's Choice","El Chaman","0.3125","0.3125","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3769","Covers_2674","0.506896551724138",,"The Cat Who Went to Heaven","The Cat Who Went Up the Creek","The Cat Who Went to Heaven","The Cat Who Went Up the Creek","0.7241379310344828","0.7241379310344828","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3728","Covers_57690","0.19999999999999998",,"Riveted","Rising","Riveted","Rising","0.2857142857142857","0.2857142857142857","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21630","Covers_81917","0.175",,"Heartbreaker","Hexenhammer.","Heartbreaker","Hexenhammer.","0.25","0.25","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_14116","Covers_126398","0.23333333333333334",,"Monstrous","Monument","Monstrous","Monument","0.33333333333333337","0.33333333333333337","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5648","Covers_183298","0.1990825688073394",,"The Pursuit of God: The Human Thirst for the Divine","The Purpose of Your Life : Finding Your Place In The World Using Synchronicity, Intuition, And Uncommon Sense","The Pursuit of God: The Human Thirst for the Divine","The Purpose of Your Life : Finding Your Place In The World Using Synchronicity, Intuition, And Uncommon Sense","0.2844036697247706","0.2844036697247706","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_2059","Covers_12606","0.4869565217391304",,"Death and the Maiden","Death and the Dogwalker","Death and the Maiden","Death and the Dogwalker","0.6956521739130435","0.6956521739130435","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4694","Covers_13907","0.2459459459459459",,"A Lifetime of Secrets: A PostSecret Book","A literature of their own: British women novelists from Brontë to Lessing","A Lifetime of Secrets: A PostSecret Book","A literature of their own: British women novelists from Brontë to Lessing","0.3513513513513513","0.3513513513513513","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_51596","Covers_105014","0.12727272727272723",,"Shadowmarch","Shike","Shadowmarch","Shike","0.18181818181818177","0.18181818181818177","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_27331","Covers_215541","0.1909090909090909",,"Corvus","Confessions","Corvus","Confessions","0.2727272727272727","0.2727272727272727","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4924","Covers_178198","0.5923076923076923",,"Kill and Tell","Kiss and Tell","Kill and Tell","Kiss and Tell","0.8461538461538461","0.8461538461538461","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5828","Covers_127804","0.21355932203389827",,"The Book of General Ignorance","The Body of a Woman: A Superintendent Mike Yeadings Mystery","The Book of General Ignorance","The Body of a Woman: A Superintendent Mike Yeadings Mystery","0.30508474576271183","0.30508474576271183","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30116","Covers_108854","0.31111111111111106",,"Antidote","Animosity","Antidote","Animosity","0.4444444444444444","0.4444444444444444","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_26765","Covers_39813","0.35",,"Showoff","Sherwood","Showoff","Sherwood","0.5","0.5","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_15702","Covers_117060","0.34054054054054056",,"The Letters of Abélard and Héloïse","The Letters of J.R.R. Tolkien","The Letters of Abélard and Héloïse","The Letters of J.R.R. Tolkien","0.4864864864864865","0.4864864864864865","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_34901","Covers_44310","0.31111111111111106",,"Cosmology","Corduroy","Cosmology","Corduroy","0.4444444444444444","0.4444444444444444","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_34145","Covers_82763","0.42",,"The Book of Delights","The Book of J","The Book of Delights","The Book of J","0.6","0.6","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_49420","Covers_54385","0.7965116279069766",,"Touching the Void: The True Story of One Man's Miraculous Survival","Touching the Void: The Harrowing First Person Account Of One Man's Miraculous Survival","Touching the Void: The True Story of One Man's Miraculous Survival","Touching the Void: The Harrowing First Person Account Of One Man's Miraculous Survival","0.7093023255813953","0.7093023255813953","Joe Simpson","Joe Simpson","Joe Simpson","Joe Simpson","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32496","Covers_185737","0.175",,"Mayday","Malveillance","Mayday","Malveillance","0.25","0.25","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_40548","Covers_210653","0.3230769230769231",,"The Best of the Spirit","The Best of Betty Neels: A Summer Idyll","The Best of the Spirit","The Best of Betty Neels: A Summer Idyll","0.46153846153846156","0.46153846153846156","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_6954","Covers_192131","0.35",,"Three Soldiers","The Sopranos","Three Soldiers","The Sopranos","0.5","0.5","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4078","Covers_154577","0.13999999999999996",,"Resistance","Recreation","Resistance","Recreation","0.19999999999999996","0.19999999999999996","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_14021","Covers_21660","0.32941176470588235",,"Third Starlighter","The Storyteller","Third Starlighter","The Storyteller","0.47058823529411764","0.47058823529411764","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_10537","Covers_114927","0.175",,"Entwined","Ennemis","Entwined","Ennemis","0.25","0.25","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_24404","Covers_95712","0.15555555555555553",,"The Art of Fire Emblem: Awakening","The Art of Shen Ku: The Ultimate Traveler's Guide : The First Intergalactic Artform of the En  Tire Universe","The Art of Fire Emblem: Awakening","The Art of Shen Ku: The Ultimate Traveler's Guide : The First Intergalactic Artform of the En  Tire Universe","0.2222222222222222","0.2222222222222222","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21730","Covers_212903","0.11797752808988761",,"The Strings of Murder","The State of Native America: Genocide, Colonization, and Resistance (Race and Resistance)","The Strings of Murder","The State of Native America: Genocide, Colonization, and Resistance (Race and Resistance)","0.1685393258426966","0.1685393258426966","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_7846","Covers_4982","0.1891891891891892",,"The Heroes Of Time (A New Beginning)","The Heart of Understanding: Commentaries on the Prajnaparamita Heart Sutra","The Heroes Of Time (A New Beginning)","The Heart of Understanding: Commentaries on the Prajnaparamita Heart Sutra","0.2702702702702703","0.2702702702702703","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_25950","Covers_119857","0.23333333333333334",,"Momzillas","Mothers","Momzillas","Mothers","0.33333333333333337","0.33333333333333337","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5885","Covers_52963","0.26249999999999996",,"Consumed","Collages","Consumed","Collages","0.375","0.375","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_63","Covers_61072","0.1909090909090909",,"Pornografia","Postmark","Pornografia","Postmark","0.2727272727272727","0.2727272727272727","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_15914","Covers_40193","0.33939393939393936",,"The Old Man and the Wasteland","The Old Man Who Read Love Stories","The Old Man and the Wasteland","The Old Man Who Read Love Stories","0.48484848484848486","0.48484848484848486","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3870","Covers_21284","0.40833333333333327",,"Dreamstrider","Dreamcatcher","Dreamstrider","Dreamcatcher","0.5833333333333333","0.5833333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_42409","Covers_261003","0.1909090909090909",,"Pandemonium","Patriots","Pandemonium","Patriots","0.2727272727272727","0.2727272727272727","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_47190","Covers_264444","0.3",,"Frindle","Frisk","Frindle","Frisk","0.4285714285714286","0.4285714285714286","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37620","Covers_37762","0.27999999999999997",,"Precursor","Protector.","Precursor","Protector.","0.4","0.4","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33473","Covers_107744","0.2545454545454545",,"Violation","Virgintooth","Violation","Virgintooth","0.36363636363636365","0.36363636363636365","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5354","Covers_160939","0.26249999999999996",,"Deenie","Decision","Deenie","Decision","0.375","0.375","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38316","Covers_23533","0.3",,"A Hero of Realms","A Heritage Of Passion","A Hero of Realms","A Heritage Of Passion","0.4285714285714286","0.4285714285714286","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_18741","Covers_82629","0.21000000000000002",,"Goldfinger","Goggles","Goldfinger","Goggles","0.30000000000000004","0.30000000000000004","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33297","Covers_178216","0.23333333333333334",,"Madapple","Matricide","Madapple","Matricide","0.33333333333333337","0.33333333333333337","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_51307","Covers_116057","0.19999999999999998",,"Harvest","Haunted","Harvest","Haunted","0.2857142857142857","0.2857142857142857","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_17072","Covers_22884","0.19310344827586207",,"The Making Of Ajay: Every Man","The Masters of Deception : Gang That Ruled Cyberspace, The","The Making Of Ajay: Every Man","The Masters of Deception : Gang That Ruled Cyberspace, The","0.27586206896551724","0.27586206896551724","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1709","Covers_239473","0.21000000000000002",,"Greywalker","Graft","Greywalker","Graft","0.30000000000000004","0.30000000000000004","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8794","Covers_198590","0.1909090909090909",,"Enslavement","Envy","Enslavement","Envy","0.2727272727272727","0.2727272727272727","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33529","Covers_260213","0.18103448275862066",,"Heart of a Samurai","Heart Of A Lawman (Sons Of Silver Springs) (Intrigue, 559)","Heart of a Samurai","Heart Of A Lawman (Sons Of Silver Springs) (Intrigue, 559)","0.2586206896551724","0.2586206896551724","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31942","Covers_134475","0.1909090909090909",,"Humiliation","Humo/Smoke","Humiliation","Humo/Smoke","0.2727272727272727","0.2727272727272727","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_40325","Covers_2352","0.3230769230769231",,"The Sum of All Kisses","The Sum of All Fears (Jack Ryan Novels)","The Sum of All Kisses","The Sum of All Fears (Jack Ryan Novels)","0.46153846153846156","0.46153846153846156","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_14951","Covers_265911","0.22399999999999995",,"A Gathering of Crows","A Game of Thrones (A Song of Ice and Fire, Book 1)","A Gathering of Crows","A Game of Thrones (A Song of Ice and Fire, Book 1)","0.31999999999999995","0.31999999999999995","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_16271","Covers_158090","0.31249999999999994",,"The Mystery of the Painted Dragon","The Mystery of the Cape Cod Tavern: An Asey Mayo Mystery","The Mystery of the Painted Dragon","The Mystery of the Cape Cod Tavern: An Asey Mayo Mystery","0.4464285714285714","0.4464285714285714","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_39907","Covers_35001","0.12727272727272723",,"Retribution","Reverence","Retribution","Reverence","0.18181818181818177","0.18181818181818177","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33382","Covers_267847","0.6454545454545455",,"Lies and the Lying Liars Who Tell Them","Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right","Lies and the Lying Liars Who Tell Them","Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right","0.49350649350649356","0.49350649350649356","Al Franken","Al Franken","Al Franken","Al Franken","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_38401","Covers_139821","0.3230769230769231",,"The Promise of Space","The Problems of Philosophy","The Promise of Space","The Problems of Philosophy","0.46153846153846156","0.46153846153846156","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_22570","Covers_210559","0.35",,"Shiver","Shield","Shiver","Shield","0.5","0.5","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11520","Covers_38578","0.27999999999999997",,"Blush","Bloom","Blush","Bloom","0.4","0.4","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_17900","Covers_103687","0.3181818181818182",,"Huntress","Hundewiese.","Huntress","Hundewiese.","0.4545454545454546","0.4545454545454546","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36450","Covers_2036","0.1909090909090909",,"Metaphysics","Mercy","Metaphysics","Mercy","0.2727272727272727","0.2727272727272727","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_35744","Covers_189603","0.15",,"Maine","Macroeconomics","Maine","Macroeconomics","0.2142857142857143","0.2142857142857143","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_16114","Covers_265541","0.15555555555555553",,"Countless","Corrigan","Countless","Corrigan","0.2222222222222222","0.2222222222222222","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5202","Covers_85874","0.35",,"The Wanderer","The Wall","The Wanderer","The Wall","0.5","0.5","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1250","Covers_220233","0.175",,"Everland","Evidence","Everland","Evidence","0.25","0.25","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_47637","Covers_32743","0.13999999999999996",,"Stonehenge","Stark","Stonehenge","Stark","0.19999999999999996","0.19999999999999996","","","","","0.0","0.0"
